index,resp
701,15
702,13
703,13
704,12
705,11
706,10
707,9
708,9
709,9
710,9
711,9
712,13
713,19
714,29
715,40
716,52
717,66
718,82
719,100
720,120
721,144
722,170
723,196
724,223
725,249
726,276
727,303
728,330
729,357
730,384
731,412
732,440
733,467
734,496
735,524
736,554
737,584
738,612
739,639
740,664
741,687
742,707
743,727
744,745
745,762
746,778
747,793
748,807
749,820
750,833
751,844
752,855
753,865
754,875
755,884
756,893
757,901
758,908
759,916
760,922
761,928
762,934
763,940
764,944
765,944
766,942
767,938
768,931
769,923
770,915
771,907
772,898
773,891
774,884
775,878
776,871
777,864
778,856
779,847
780,839
781,831
782,824
783,819
784,816
785,814
786,812
787,808
788,806
789,801
790,796
791,792
792,787
793,781
794,775
795,768
796,761
797,754
798,747
799,739
800,731
801,722
802,712
803,704
804,694
805,686
806,677
807,668
808,658
809,649
810,639
811,630
812,620
813,611
814,603
815,595
816,589
817,583
818,579
819,575
820,574
821,573
822,572
823,569
824,567
825,564
826,562
827,561
828,561
829,561
830,561
831,559
832,558
833,556
834,554
835,553
836,551
837,551
838,551
839,551
840,550
841,551
842,551
843,553
844,555
845,556
846,558
847,559
848,561
849,564
850,567
851,569
852,572
853,574
854,576
855,579
856,581
857,584
858,588
859,592
860,598
861,602
862,607
863,611
864,615
865,619
866,623
867,627
868,632
869,636
870,639
871,643
872,646
873,649
874,652
875,654
876,655
877,657
878,659
879,663
880,667
881,670
882,674
883,678
884,681
885,684
886,686
887,689
888,691
889,694
890,696
891,698
892,699
893,700
894,700
895,702
896,703
897,706
898,711
899,716
900,723
901,730
902,738
903,747
904,756
905,765
906,775
907,786
908,799
909,812
910,826
911,839
912,851
913,862
914,873
915,883
916,892
917,901
918,909
919,916
920,924
921,929
922,934
923,935
924,932
925,927
926,918
927,907
928,894
929,881
930,866
931,850
932,833
933,816
934,797
935,778
936,758
937,737
938,716
939,694
940,671
941,646
942,620
943,593
944,564
945,534
946,500
947,467
948,435
949,407
950,381
951,357
952,334
953,313
954,294
955,275
956,258
957,242
958,227
959,214
960,203
961,191
962,181
963,171
964,160
965,150
966,140
967,131
968,124
969,116
970,108
971,102
972,95
973,89
974,83
975,79
976,73
977,69
978,65
979,61
980,57
981,53
982,49
983,47
984,44
985,43
986,44
987,47
988,49
989,52
990,55
991,57
992,60
993,63
994,67
995,73
996,81
997,90
998,102
999,115
1000,129
1001,143
1002,158
1003,173
1004,187
1005,201
1006,216
1007,231
1008,246
1009,262
1010,278
1011,294
1012,310
1013,327
1014,344
1015,363
1016,383
1017,404
1018,426
1019,449
1020,472
1021,496
1022,519
1023,543
1024,568
1025,591
1026,615
1027,639
1028,664
1029,687
1030,707
1031,727
1032,745
1033,763
1034,779
1035,794
1036,807
1037,821
1038,833
1039,845
1040,856
1041,866
1042,876
1043,885
1044,894
1045,902
1046,909
1047,917
1048,924
1049,930
1050,935
1051,941
1052,946
1053,951
1054,956
1055,960
1056,964
1057,968
1058,971
1059,975
1060,977
1061,980
1062,983
1063,985
1064,986
1065,986
1066,984
1067,982
1068,977
1069,972
1070,967
1071,961
1072,953
1073,945
1074,935
1075,924
1076,911
1077,897
1078,884
1079,871
1080,859
1081,847
1082,836
1083,826
1084,816
1085,805
1086,796
1087,787
1088,777
1089,767
1090,756
1091,747
1092,737
1093,726
1094,714
1095,703
1096,691
1097,681
1098,672
1099,663
1100,654
1101,644
1102,634
1103,623
1104,611
1105,599
1106,586
1107,575
1108,563
1109,553
1110,543
1111,534
1112,523
1113,513
1114,504
1115,494
1116,484
1117,475
1118,467
1119,460
1120,453
1121,447
1122,441
1123,436
1124,431
1125,426
1126,422
1127,419
1128,417
1129,415
1130,414
1131,413
1132,412
1133,411
1134,411
1135,411
1136,411
1137,411
1138,411
1139,410
1140,408
1141,407
1142,404
1143,403
1144,403
1145,402
1146,402
1147,402
1148,401
1149,401
1150,400
1151,400
1152,401
1153,403
1154,404
1155,407
1156,410
1157,413
1158,416
1159,419
1160,423
1161,427
1162,429
1163,432
1164,434
1165,435
1166,436
1167,436
1168,436
1169,435
1170,435
1171,435
1172,436
1173,436
1174,437
1175,439
1176,440
1177,443
1178,447
1179,451
1180,457
1181,464
1182,470
1183,477
1184,483
1185,491
1186,499
1187,508
1188,517
1189,526
1190,534
1191,542
1192,549
1193,556
1194,562
1195,568
1196,574
1197,579
1198,583
1199,588
1200,593
1201,598
1202,603
1203,608
1204,611
1205,614
1206,615
1207,613
1208,609
1209,605
1210,599
1211,591
1212,584
1213,577
1214,571
1215,564
1216,558
1217,551
1218,544
1219,536
1220,527
1221,519
1222,511
1223,503
1224,495
1225,488
1226,481
1227,473
1228,465
1229,459
1230,453
1231,448
1232,443
1233,439
1234,435
1235,434
1236,433
1237,433
1238,433
1239,434
1240,432
1241,430
1242,424
1243,418
1244,412
1245,407
1246,403
1247,400
1248,399
1249,398
1250,398
1251,398
1252,398
1253,396
1254,394
1255,390
1256,385
1257,379
1258,372
1259,364
1260,355
1261,347
1262,337
1263,327
1264,316
1265,306
1266,294
1267,283
1268,269
1269,255
1270,241
1271,226
1272,211
1273,198
1274,185
1275,174
1276,163
1277,153
1278,143
1279,135
1280,126
1281,118
1282,111
1283,103
1284,97
1285,91
1286,85
1287,80
1288,75
1289,70
1290,65
1291,62
1292,57
1293,54
1294,51
1295,48
1296,45
1297,42
1298,39
1299,37
1300,34
1301,32
1302,30
1303,29
1304,27
1305,25
1306,23
1307,22
1308,20
1309,19
1310,18
1311,18
1312,17
1313,17
1314,17
1315,17
1316,17
1317,18
1318,19
1319,19
1320,19
1321,20
1322,20
1323,21
1324,22
1325,24
1326,27
1327,30
1328,33
1329,35
1330,37
1331,39
1332,41
1333,44
1334,46
1335,49
1336,51
1337,54
1338,57
1339,61
1340,64
1341,68
1342,73
1343,78
1344,82
1345,87
1346,92
1347,97
1348,103
1349,108
1350,113
1351,119
1352,123
1353,127
1354,131
1355,135
1356,139
1357,143
1358,146
1359,150
1360,153
1361,156
1362,158
1363,160
1364,163
1365,167
1366,171
1367,175
1368,177
1369,179
1370,182
1371,185
1372,188
1373,192
1374,196
1375,200
1376,204
1377,208
1378,213
1379,218
1380,223
1381,227
1382,232
1383,238
1384,244
1385,251
1386,258
1387,264
1388,270
1389,276
1390,282
1391,287
1392,292
1393,298
1394,305
1395,312
1396,319
1397,326
1398,331
1399,336
1400,340
1401,345
1402,349
1403,354
1404,359
1405,363
1406,368
1407,373
1408,377
1409,382
1410,385
1411,388
1412,391
1413,393
1414,394
1415,397
1416,399
1417,401
1418,403
1419,406
1420,407
1421,409
1422,410
1423,411
1424,411
1425,412
1426,414
1427,415
1428,416
1429,416
1430,417
1431,417
1432,418
1433,419
1434,420
1435,421
1436,423
1437,423
1438,424
1439,425
1440,425
1441,425
1442,425
1443,425
1444,425
1445,425
1446,425
1447,424
1448,424
1449,422
1450,421
1451,419
1452,417
1453,415
1454,413
1455,411
1456,407
1457,403
1458,398
1459,391
1460,382
1461,372
1462,361
1463,350
1464,338
1465,327
1466,314
1467,301
1468,287
1469,272
1470,255
1471,238
1472,221
1473,206
1474,192
1475,179
1476,167
1477,155
1478,145
1479,135
1480,126
1481,118
1482,110
1483,103
1484,95
1485,89
1486,83
1487,78
1488,72
1489,67
1490,63
1491,58
1492,55
1493,51
1494,48
1495,46
1496,43
1497,40
1498,38
1499,35
1500,33
1501,31
1502,30
1503,28
1504,27
1505,24
1506,23
1507,22
1508,20
1509,19
1510,18
1511,17
1512,16
1513,16
1514,15
1515,14
1516,13
1517,12
1518,11
1519,11
1520,10
1521,9
1522,8
1523,8
1524,7
1525,7
1526,7
1527,7
1528,6
1529,6
1530,5
1531,5
1532,5
1533,5
1534,4
1535,4
1536,5
1537,7
1538,8
1539,10
1540,12
1541,15
1542,19
1543,23
1544,25
1545,28
1546,30
1547,32
1548,33
1549,35
1550,38
1551,41
1552,43
1553,46
1554,49
1555,52
1556,54
1557,57
1558,60
1559,63
1560,65
1561,67
1562,70
1563,71
1564,73
1565,76
1566,78
1567,81
1568,83
1569,87
1570,90
1571,94
1572,96
1573,99
1574,102
1575,105
1576,108
1577,110
1578,113
1579,117
1580,120
1581,123
1582,127
1583,130
1584,133
1585,137
1586,141
1587,145
1588,149
1589,153
1590,158
1591,163
1592,169
1593,175
1594,181
1595,187
1596,193
1597,198
1598,205
1599,211
1600,217
1601,224
1602,231
1603,239
1604,247
1605,255
1606,262
1607,270
1608,278
1609,286
1610,294
1611,303
1612,311
1613,320
1614,330
1615,339
1616,349
1617,359
1618,369
1619,378
1620,387
1621,395
1622,404
1623,413
1624,421
1625,431
1626,440
1627,448
1628,457
1629,465
1630,474
1631,483
1632,491
1633,499
1634,508
1635,517
1636,526
1637,534
1638,543
1639,551
1640,560
1641,569
1642,576
1643,583
1644,589
1645,593
1646,598
1647,603
1648,607
1649,612
1650,616
1651,621
1652,624
1653,627
1654,630
1655,632
1656,634
1657,636
1658,638
1659,639
1660,640
1661,641
1662,641
1663,641
1664,641
1665,641
1666,641
1667,641
1668,640
1669,640
1670,639
1671,639
1672,637
1673,635
1674,632
1675,631
1676,628
1677,625
1678,621
1679,616
1680,609
1681,602
1682,594
1683,585
1684,577
1685,569
1686,561
1687,554
1688,547
1689,539
1690,530
1691,521
1692,512
1693,504
1694,495
1695,486
1696,478
1697,469
1698,461
1699,451
1700,441
1701,432
1702,423
1703,415
1704,406
1705,398
1706,389
1707,382
1708,374
1709,366
1710,359
1711,351
1712,340
1713,326
1714,306
1715,286
1716,267
1717,250
1718,234
1719,220
1720,207
1721,195
1722,184
1723,175
1724,164
1725,154
1726,145
1727,136
1728,127
1729,119
1730,113
1731,108
1732,103
1733,99
1734,96
1735,93
1736,90
1737,88
1738,87
1739,87
1740,86
1741,86
1742,86
1743,86
1744,86
1745,86
1746,86
1747,87
1748,88
1749,89
1750,91
1751,93
1752,94
1753,96
1754,98
1755,100
1756,101
1757,103
1758,105
1759,107
1760,109
1761,111
1762,113
1763,115
1764,117
1765,119
1766,121
1767,124
1768,125
1769,127
1770,129
1771,131
1772,133
1773,135
1774,136
1775,139
1776,140
1777,143
1778,145
1779,147
1780,148
1781,150
1782,152
1783,154
1784,156
1785,158
1786,159
1787,161
1788,163
1789,164
1790,166
1791,168
1792,170
1793,172
1794,174
1795,176
1796,177
1797,179
1798,180
1799,182
1800,183
1801,185
1802,186
1803,188
1804,188
1805,189
1806,190
1807,191
1808,192
1809,193
1810,195
1811,196
1812,197
1813,198
1814,199
1815,200
1816,201
1817,202
1818,203
1819,204
1820,206
1821,207
1822,207
1823,209
1824,210
1825,211
1826,213
1827,214
1828,215
1829,216
1830,218
1831,220
1832,221
1833,222
1834,224
1835,225
1836,226
1837,227
1838,228
1839,229
1840,230
1841,231
1842,232
1843,234
1844,235
1845,237
1846,238
1847,239
1848,240
1849,241
1850,243
1851,244
1852,245
1853,247
1854,248
1855,249
1856,250
1857,252
1858,253
1859,254
1860,255
1861,256
1862,257
1863,258
1864,259
1865,260
1866,262
1867,263
1868,263
1869,265
1870,266
1871,267
1872,268
1873,269
1874,269
1875,270
1876,271
1877,271
1878,272
1879,274
1880,274
1881,275
1882,276
1883,277
1884,278
1885,278
1886,279
1887,280
1888,280
1889,281
1890,281
1891,283
1892,283
1893,284
1894,285
1895,286
1896,287
1897,287
1898,288
1899,289
1900,289
1901,290
1902,290
1903,291
1904,292
1905,293
1906,293
1907,294
1908,295
1909,295
1910,295
1911,296
1912,296
1913,296
1914,297
1915,297
1916,298
1917,299
1918,300
1919,301
1920,301
1921,302
1922,302
1923,304
1924,304
1925,305
1926,306
1927,307
1928,307
1929,307
1930,308
1931,308
1932,308
1933,309
1934,310
1935,312
1936,312
1937,312
1938,313
1939,313
1940,313
1941,314
1942,314
1943,315
1944,316
1945,317
1946,317
1947,319
1948,319
1949,320
1950,321
1951,321
1952,322
1953,322
1954,323
1955,323
1956,323
1957,323
1958,323
1959,323
1960,324
1961,324
1962,325
1963,325
1964,325
1965,326
1966,326
1967,326
1968,326
1969,327
1970,327
1971,327
1972,327
1973,328
1974,329
1975,329
1976,329
1977,330
1978,330
1979,331
1980,331
1981,332
1982,332
1983,333
1984,333
1985,334
1986,334
1987,335
1988,335
1989,335
1990,336
1991,336
1992,336
1993,336
1994,337
1995,337
1996,337
1997,337
1998,337
1999,338
2000,338
2001,338
2002,338
2003,338
2004,338
2005,338
2006,337
2007,337
2008,337
2009,336
2010,336
2011,336
2012,335
2013,334
2014,333
2015,331
2016,331
2017,329
2018,329
2019,328
2020,327
2021,326
2022,324
2023,323
2024,322
2025,320
2026,319
2027,318
2028,316
2029,315
2030,313
2031,312
2032,310
2033,309
2034,307
2035,305
2036,303
2037,300
2038,297
2039,295
2040,292
2041,290
2042,288
2043,288
2044,287
2045,287
2046,286
2047,286
2048,285
2049,284
2050,283
2051,283
2052,282
2053,281
2054,281
2055,280
2056,279
2057,279
2058,278
2059,277
2060,276
2061,276
2062,275
2063,275
2064,275
2065,275
2066,275
2067,276
2068,276
2069,276
2070,277
2071,278
2072,278
2073,279
2074,279
2075,280
2076,281
2077,282
2078,283
2079,284
2080,285
2081,287
2082,288
2083,289
2084,291
2085,291
2086,292
2087,293
2088,294
2089,295
2090,295
2091,296
2092,297
2093,297
2094,298
2095,299
2096,299
2097,299
2098,300
2099,300
2100,301
2101,302
2102,302
2103,302
2104,303
2105,304
2106,305
2107,306
2108,306
2109,307
2110,307
2111,309
2112,311
2113,313
2114,316
2115,318
2116,320
2117,321
2118,323
2119,324
2120,326
2121,327
2122,329
2123,331
2124,332
2125,334
2126,336
2127,338
2128,339
2129,340
2130,342
2131,343
2132,344
2133,346
2134,348
2135,350
2136,352
2137,354
2138,356
2139,359
2140,362
2141,365
2142,368
2143,371
2144,375
2145,379
2146,384
2147,388
2148,392
2149,397
2150,402
2151,407
2152,411
2153,415
2154,420
2155,425
2156,430
2157,434
2158,440
2159,445
2160,451
2161,456
2162,461
2163,466
2164,471
2165,475
2166,480
2167,485
2168,489
2169,494
2170,498
2171,502
2172,506
2173,511
2174,515
2175,520
2176,524
2177,528
2178,531
2179,536
2180,538
2181,542
2182,544
2183,547
2184,550
2185,553
2186,557
2187,560
2188,563
2189,565
2190,566
2191,568
2192,569
2193,571
2194,572
2195,575
2196,577
2197,580
2198,582
2199,585
2200,589
2201,595
2202,600
2203,607
2204,612
2205,617
2206,623
2207,629
2208,636
2209,644
2210,652
2211,661
2212,670
2213,679
2214,687
2215,696
2216,704
2217,712
2218,720
2219,730
2220,739
2221,750
2222,761
2223,771
2224,781
2225,791
2226,801
2227,811
2228,821
2229,832
2230,844
2231,855
2232,865
2233,875
2234,884
2235,893
2236,901
2237,908
2238,915
2239,922
2240,928
2241,934
2242,938
2243,943
2244,948
2245,953
2246,957
2247,961
2248,966
2249,969
2250,973
2251,976
2252,979
2253,981
2254,984
2255,986
2256,989
2257,991
2258,993
2259,995
2260,996
2261,998
2262,999
2263,1001
2264,1002
2265,1004
2266,1004
2267,1006
2268,1006
2269,1007
2270,1008
2271,1009
2272,1010
2273,1011
2274,1011
2275,1011
2276,1011
2277,1010
2278,1009
2279,1009
2280,1008
2281,1008
2282,1009
2283,1009
2284,1010
2285,1011
2286,1012
2287,1013
2288,1014
2289,1014
2290,1014
2291,1014
2292,1014
2293,1014
2294,1014
2295,1014
2296,1014
2297,1014
2298,1012
2299,1011
2300,1009
2301,1008
2302,1006
2303,1004
2304,1000
2305,996
2306,992
2307,988
2308,984
2309,982
2310,979
2311,975
2312,972
2313,967
2314,963
2315,959
2316,953
2317,947
2318,940
2319,933
2320,925
2321,916
2322,907
2323,899
2324,890
2325,883
2326,875
2327,867
2328,860
2329,853
2330,847
2331,840
2332,834
2333,829
2334,823
2335,818
2336,813
2337,809
2338,805
2339,802
2340,798
2341,796
2342,793
2343,790
2344,787
2345,785
2346,783
2347,780
2348,777
2349,774
2350,770
2351,767
2352,763
2353,759
2354,755
2355,752
2356,749
2357,747
2358,745
2359,742
2360,739
2361,736
2362,734
2363,731
2364,728
2365,724
2366,720
2367,716
2368,711
2369,707
2370,701
2371,696
2372,690
2373,684
2374,676
2375,669
2376,660
2377,652
2378,644
2379,636
2380,630
2381,624
2382,617
2383,611
2384,604
2385,597
2386,590
2387,583
2388,576
2389,568
2390,560
2391,553
2392,545
2393,539
2394,531
2395,524
2396,515
2397,508
2398,499
2399,491
2400,483
2401,476
2402,469
2403,462
2404,454
2405,448
2406,441
2407,434
2408,428
2409,422
2410,416
2411,411
2412,405
2413,399
2414,393
2415,388
2416,382
2417,377
2418,373
2419,370
2420,367
2421,362
2422,357
2423,352
2424,347
2425,343
2426,339
2427,335
2428,331
2429,327
2430,322
2431,318
2432,313
2433,309
2434,304
2435,300
2436,295
2437,291
2438,287
2439,283
2440,279
2441,275
2442,271
2443,266
2444,262
2445,257
2446,253
2447,249
2448,245
2449,241
2450,237
2451,233
2452,229
2453,225
2454,220
2455,216
2456,211
2457,206
2458,200
2459,194
2460,188
2461,181
2462,174
2463,167
2464,159
2465,152
2466,145
2467,139
2468,134
2469,129
2470,126
2471,121
2472,117
2473,112
2474,108
2475,103
2476,97
2477,92
2478,86
2479,81
2480,76
2481,71
2482,67
2483,63
2484,58
2485,55
2486,51
2487,48
2488,45
2489,42
2490,39
2491,38
2492,36
2493,34
2494,33
2495,31
2496,30
2497,28
2498,26
2499,25
2500,23
2501,22
2502,21
2503,20
2504,19
2505,18
2506,17
2507,17
2508,16
2509,16
2510,16
2511,17
2512,18
2513,19
2514,20
2515,21
2516,21
2517,21
2518,22
2519,24
2520,25
2521,27
2522,28
2523,30
2524,31
2525,33
2526,35
2527,37
2528,39
2529,41
2530,42
2531,43
2532,44
2533,44
2534,45
2535,45
2536,45
2537,45
2538,45
2539,44
2540,43
2541,41
2542,39
2543,38
2544,35
2545,33
2546,31
2547,30
2548,28
2549,26
2550,24
2551,23
2552,21
2553,19
2554,18
2555,18
2556,17
2557,17
2558,17
2559,17
2560,17
2561,16
2562,16
2563,17
2564,17
2565,18
2566,19
2567,20
2568,20
2569,22
2570,24
2571,27
2572,29
2573,31
2574,34
2575,38
2576,41
2577,44
2578,47
2579,50
2580,52
2581,55
2582,57
2583,60
2584,62
2585,64
2586,66
2587,68
2588,69
2589,71
2590,73
2591,75
2592,76
2593,77
2594,78
2595,80
2596,81
2597,83
2598,85
2599,88
2600,89
2601,91
2602,93
2603,95
2604,96
2605,99
2606,102
2607,106
2608,109
2609,112
2610,115
2611,119
2612,121
2613,123
2614,126
2615,129
2616,131
2617,134
2618,136
2619,138
2620,140
2621,142
2622,143
2623,146
2624,148
2625,150
2626,152
2627,155
2628,156
2629,159
2630,160
2631,162
2632,163
2633,166
2634,167
2635,170
2636,172
2637,173
2638,175
2639,177
2640,178
2641,180
2642,181
2643,184
2644,185
2645,188
2646,192
2647,195
2648,198
2649,201
2650,204
2651,207
2652,211
2653,214
2654,217
2655,221
2656,225
2657,228
2658,233
2659,237
2660,240
2661,243
2662,247
2663,250
2664,252
2665,255
2666,258
2667,261
2668,264
2669,267
2670,271
2671,275
2672,279
2673,282
2674,286
2675,289
2676,291
2677,294
2678,296
2679,299
2680,300
2681,302
2682,303
2683,304
2684,304
2685,305
2686,305
2687,306
2688,306
2689,306
2690,306
2691,306
2692,304
2693,304
2694,303
2695,303
2696,305
2697,307
2698,310
2699,313
2700,315
2701,316
2702,319
2703,322
2704,324
2705,328
2706,332
2707,336
2708,341
2709,345
2710,349
2711,355
2712,359
2713,364
2714,369
2715,374
2716,379
2717,384
2718,390
2719,396
2720,402
2721,409
2722,416
2723,423
2724,430
2725,437
2726,444
2727,452
2728,461
2729,471
2730,480
2731,489
2732,499
2733,507
2734,515
2735,523
2736,531
2737,540
2738,547
2739,555
2740,562
2741,570
2742,578
2743,585
2744,591
2745,598
2746,604
2747,612
2748,619
2749,626
2750,634
2751,642
2752,649
2753,655
2754,662
2755,669
2756,675
2757,681
2758,687
2759,694
2760,700
2761,706
2762,711
2763,716
2764,721
2765,726
2766,731
2767,735
2768,739
2769,743
2770,747
2771,750
2772,753
2773,756
2774,759
2775,762
2776,765
2777,769
2778,773
2779,776
2780,780
2781,783
2782,786
2783,789
2784,792
2785,794
2786,797
2787,799
2788,801
2789,804
2790,807
2791,811
2792,814
2793,818
2794,820
2795,824
2796,825
2797,827
2798,829
2799,831
2800,833
2801,835
2802,836
2803,837
2804,837
2805,836
2806,835
2807,835
2808,834
2809,834
2810,834
2811,834
2812,833
2813,834
2814,834
2815,835
2816,836
2817,838
2818,839
2819,839
2820,839
2821,839
2822,839
2823,838
2824,838
2825,837
2826,836
2827,834
2828,832
2829,829
2830,826
2831,823
2832,819
2833,816
2834,812
2835,808
2836,804
2837,801
2838,799
2839,796
2840,793
2841,791
2842,789
2843,786
2844,783
2845,780
2846,777
2847,775
2848,772
2849,770
2850,768
2851,766
2852,763
2853,760
2854,758
2855,755
2856,752
2857,749
2858,746
2859,743
2860,739
2861,736
2862,732
2863,728
2864,724
2865,722
2866,720
2867,717
2868,715
2869,713
2870,710
2871,708
2872,707
2873,705
2874,703
2875,702
2876,700
2877,697
2878,696
2879,694
2880,691
2881,689
2882,688
2883,686
2884,684
2885,682
2886,679
2887,678
2888,675
2889,673
2890,671
2891,670
2892,667
2893,665
2894,664
2895,663
2896,661
2897,660
2898,659
2899,658
2900,656
2901,655
2902,653
2903,652
2904,649
2905,647
2906,644
2907,642
2908,639
2909,636
2910,632
2911,628
2912,625
2913,621
2914,616
2915,612
2916,608
2917,603
2918,599
2919,594
2920,590
2921,585
2922,579
2923,572
2924,563
2925,553
2926,542
2927,530
2928,518
2929,505
2930,493
2931,481
2932,469
2933,457
2934,445
2935,434
2936,422
2937,410
2938,399
2939,389
2940,379
2941,369
2942,359
2943,350
2944,341
2945,332
2946,322
2947,314
2948,306
2949,299
2950,291
2951,286
2952,279
2953,273
2954,268
2955,262
2956,257
2957,251
2958,247
2959,243
2960,239
2961,236
2962,233
2963,231
2964,227
2965,225
2966,224
2967,223
2968,223
2969,224
2970,225
2971,227
2972,229
2973,230
2974,232
2975,233
2976,233
2977,233
2978,232
2979,230
2980,227
2981,224
2982,221
2983,219
2984,216
2985,212
2986,208
2987,205
2988,200
2989,195
