acc_x,acc_z,resp,pzt,eda,emg
424,525,465,658,4,33
425,525,464,632,4,33
426,527,464,609,4,32
429,522,464,584,4,33
428,521,466,560,4,32
428,521,467,538,4,33
425,522,468,518,4,33
429,521,469,499,4,33
430,520,470,482,4,33
429,517,471,470,4,33
426,514,473,459,4,32
425,513,476,454,4,33
417,508,480,452,4,32
409,506,483,453,4,33
413,512,486,457,4,32
420,517,489,461,4,33
423,517,491,469,4,32
422,516,492,476,4,33
427,519,493,482,4,32
426,519,495,488,4,33
423,515,496,493,4,32
422,515,499,496,4,33
419,513,501,496,4,33
415,513,503,496,4,33
417,513,505,494,4,32
417,514,506,488,4,33
419,514,508,482,4,32
417,514,509,473,4,33
419,514,510,464,4,32
419,515,511,455,4,33
419,516,510,447,4,32
419,516,511,437,4,33
419,516,510,429,4,32
419,516,511,422,4,33
419,515,512,416,4,32
418,515,513,410,4,33
420,517,514,403,4,32
418,518,515,397,4,33
420,516,516,395,4,32
418,514,517,393,4,33
425,509,518,394,4,32
414,516,519,396,4,32
423,521,519,397,4,33
434,523,519,400,4,32
430,521,518,401,4,33
453,500,516,403,4,33
392,434,513,405,4,32
398,470,512,406,4,33
417,510,510,406,4,32
406,497,508,406,4,33
413,499,506,405,4,32
415,505,505,405,4,32
415,504,502,405,4,32
412,505,500,404,4,33
413,505,497,404,4,32
416,505,494,404,4,33
414,503,490,404,4,32
412,502,486,404,4,33
408,503,482,404,4,32
410,501,479,407,4,33
408,502,475,413,4,33
408,502,471,424,4,33
409,502,466,440,4,32
409,495,463,467,4,32
414,494,460,502,4,32
417,478,456,547,4,33
412,466,453,600,4,32
405,488,450,658,4,32
456,521,447,716,4,33
384,465,444,769,4,33
403,531,441,816,4,32
399,516,438,853,4,33
409,524,434,879,4,32
414,511,429,896,4,33
470,527,424,901,4,32
410,501,419,897,4,33
397,520,414,886,4,32
406,526,408,868,4,33
433,534,403,848,4,32
420,538,398,824,4,33
416,578,394,799,4,32
423,576,389,773,4,33
411,536,385,745,4,32
407,531,381,718,4,33
417,545,379,694,4,32
416,554,375,670,4,33
423,568,372,647,4,32
411,573,368,623,4,33
415,564,366,601,4,32
425,582,361,577,4,33
482,640,357,554,4,32
410,559,355,531,4,32
414,556,351,513,4,33
430,573,350,497,4,33
431,574,349,485,4,32
432,578,348,478,4,33
433,579,347,473,4,32
437,581,345,474,4,33
439,584,344,478,4,32
443,588,343,486,4,33
433,586,341,494,4,32
432,579,339,503,4,33
424,566,338,511,4,32
421,558,336,517,4,33
422,561,336,520,4,32
424,569,335,521,4,33
427,572,335,519,4,32
423,563,335,518,4,33
423,560,335,513,4,32
419,564,336,505,4,33
426,567,338,499,4,33
428,575,340,490,4,33
428,579,340,480,4,32
427,579,343,471,4,33
428,579,346,460,4,32
434,585,352,451,4,33
453,595,358,440,4,32
446,590,367,431,4,33
445,589,376,423,4,32
451,600,387,415,4,33
460,602,398,408,4,32
465,608,407,404,4,33
472,607,417,401,4,32
473,606,426,399,4,33
477,609,435,399,4,32
480,610,444,399,4,33
475,607,452,399,4,32
470,604,460,400,4,33
472,605,467,400,4,32
486,606,473,400,4,33
479,599,480,399,4,32
471,583,487,399,4,33
477,577,492,398,4,32
477,631,498,395,4,33
479,622,503,395,4,32
508,625,507,394,4,32
523,635,512,395,4,32
510,614,516,396,4,33
510,614,519,396,4,32
510,614,523,398,4,33
511,614,526,399,4,32
511,614,528,400,4,32
511,614,530,400,4,32
509,613,533,399,4,33
511,614,536,397,4,32
511,614,539,394,4,33
510,614,541,393,4,33
510,615,543,393,4,33
508,614,546,392,4,32
511,614,548,391,4,33
510,614,550,391,4,33
508,614,552,392,4,33
510,614,554,394,4,32
510,614,557,395,4,33
513,614,559,397,4,32
512,613,562,398,4,33
510,614,564,397,4,32
512,614,568,397,4,33
512,615,571,398,4,32
513,615,573,399,4,33
510,614,576,399,4,32
511,613,580,399,4,33
512,614,584,399,4,32
511,614,588,401,4,33
511,615,591,403,4,32
510,615,595,406,4,33
508,615,599,408,4,32
515,614,603,410,4,33
512,614,608,414,4,32
510,615,613,423,4,33
510,614,619,435,4,32
511,615,625,454,4,33
512,614,632,479,4,32
510,615,637,513,4,33
510,614,643,556,4,32
510,614,647,606,4,33
504,615,652,662,4,32
514,614,656,720,4,33
515,615,661,776,4,32
512,614,665,825,4,33
511,614,670,863,4,32
510,614,675,891,4,33
514,614,678,909,4,33
509,615,681,914,4,33
511,614,684,910,4,32
511,614,686,896,4,33
511,615,689,876,4,33
511,614,691,851,4,32
512,615,694,824,4,32
510,614,697,796,4,33
511,615,700,769,4,32
511,614,703,742,4,33
510,615,707,715,4,32
511,615,711,691,4,33
511,615,714,665,4,32
511,615,716,641,4,32
511,615,718,617,4,32
511,615,720,593,4,33
511,615,721,572,4,33
511,615,723,551,4,33
511,614,724,534,4,32
511,615,727,518,4,33
510,615,730,507,4,32
511,615,734,496,4,32
512,615,739,488,4,32
511,615,743,483,4,33
511,614,748,481,4,32
511,615,753,480,4,33
511,615,756,483,4,32
511,615,760,487,4,33
511,614,763,493,4,32
511,615,767,499,4,33
511,615,770,504,4,32
511,615,773,509,4,32
511,614,776,511,4,32
511,615,778,508,4,31
511,615,779,505,4,32
510,615,779,500,4,33
510,615,780,492,4,33
510,615,782,484,4,33
511,614,783,476,4,33
510,615,785,467,4,33
511,614,786,457,4,32
511,614,787,448,4,33
513,614,786,439,4,32
511,614,785,431,4,33
511,614,784,425,4,32
511,614,783,420,4,33
511,615,782,416,4,32
511,615,782,413,4,33
511,615,781,410,4,33
511,615,779,408,4,33
511,614,775,407,4,32
511,615,771,408,4,33
511,614,765,408,4,32
511,614,759,409,4,33
510,615,752,409,4,32
510,615,746,408,4,33
511,615,739,407,4,32
511,615,732,405,4,33
512,615,725,403,4,32
510,615,718,401,4,33
511,615,711,401,4,32
511,614,704,399,4,33
512,614,697,398,4,32
511,615,691,398,4,33
511,615,685,396,4,32
511,615,679,395,4,33
512,615,673,395,4,33
511,614,668,395,4,33
511,614,663,395,4,32
511,614,658,393,4,33
511,615,654,393,4,32
511,615,650,394,4,33
511,615,646,396,4,32
511,614,642,397,4,33
510,615,638,398,4,32
511,615,633,399,4,33
510,615,629,400,4,33
511,615,625,398,4,33
511,615,621,398,4,32
511,615,618,396,4,33
511,615,614,396,4,32
511,614,610,397,4,33
511,614,606,398,4,32
510,615,601,399,4,33
510,615,595,400,4,32
511,615,589,401,4,32
512,615,582,403,4,32
511,615,575,402,4,33
511,615,569,401,4,32
511,615,563,403,4,33
511,615,556,403,4,32
511,615,551,404,4,33
511,615,546,405,4,32
510,614,540,408,4,33
511,615,532,409,4,32
510,615,524,408,4,33
510,615,514,409,4,32
511,615,503,411,4,33
512,615,493,412,4,32
511,615,483,418,4,33
510,615,476,427,4,32
511,615,469,440,4,33
511,615,463,457,4,32
511,615,457,482,4,33
510,614,450,512,4,32
511,614,444,551,4,33
511,615,437,600,4,32
511,615,430,653,4,32
510,614,423,707,4,32
510,615,416,762,4,33
511,615,411,810,4,32
511,615,405,850,4,33
511,614,397,879,4,32
510,615,391,897,4,33
512,615,384,905,4,32
511,615,377,901,4,33
510,615,371,889,4,32
511,615,364,871,4,33
511,615,357,847,4,33
511,615,350,818,4,33
510,614,343,787,4,32
510,615,336,754,4,32
511,614,327,723,4,32
511,615,319,694,4,33
510,615,311,666,4,32
511,614,301,641,4,33
512,615,292,615,4,32
510,615,282,591,4,33
511,615,274,568,4,32
511,615,261,544,4,33
512,615,251,522,4,32
510,614,240,504,4,33
510,615,231,488,4,32
511,614,221,478,4,33
512,614,212,469,4,32
511,615,201,466,4,32
511,615,194,464,4,32
511,615,186,464,4,33
512,614,178,467,4,32
510,615,169,473,4,33
511,614,162,478,4,32
511,615,157,485,4,32
511,615,150,492,4,32
510,614,143,499,4,33
511,615,140,503,4,32
511,615,136,507,4,33
511,614,134,507,4,32
511,615,134,504,4,33
511,615,132,499,4,32
511,615,133,493,4,33
512,615,132,483,4,32
511,614,133,473,4,33
510,614,131,462,4,32
510,615,134,452,4,33
511,615,134,444,4,32
510,615,135,436,4,33
510,615,135,430,4,32
511,614,137,424,4,33
512,615,139,418,4,32
510,615,139,414,4,33
510,615,140,411,4,32
511,615,140,407,4,33
510,615,141,404,4,32
511,615,142,401,4,32
511,615,144,401,4,32
511,614,147,399,4,33
512,614,149,397,4,32
511,615,152,396,4,33
511,615,155,396,4,32
511,614,159,397,4,33
511,615,158,398,4,32
511,615,157,399,4,33
511,615,158,399,4,32
511,614,156,398,4,33
512,614,154,399,4,32
511,615,155,400,4,33
510,615,153,401,4,32
511,615,152,402,4,33
511,615,152,402,4,32
510,615,153,403,4,33
511,615,152,403,4,32
511,615,153,405,4,33
512,615,152,406,4,32
510,615,150,407,4,33
510,615,147,406,4,32
511,615,147,406,4,33
511,615,146,407,4,32
510,614,145,408,4,33
510,615,144,409,4,32
510,615,143,412,4,33
511,615,143,414,4,32
511,615,143,415,4,33
510,615,142,414,4,32
510,614,143,412,4,32
512,615,144,412,4,32
510,615,143,410,4,33
510,615,142,409,4,32
511,615,140,409,4,33
511,615,140,409,4,32
511,615,139,409,4,33
510,615,138,408,4,32
510,614,135,410,4,32
512,615,130,411,4,32
510,615,124,411,4,32
511,615,116,412,4,32
510,615,109,413,4,33
511,615,101,414,4,32
510,614,95,415,4,33
510,614,89,417,4,32
511,615,83,419,4,33
512,614,77,419,4,32
510,615,72,419,4,33
511,615,68,419,4,32
511,615,63,422,4,32
511,614,58,426,4,32
510,614,54,432,4,32
511,615,50,442,4,32
510,615,47,460,4,32
512,615,45,482,4,32
510,615,43,509,4,33
510,615,41,543,4,32
511,614,39,583,4,32
512,615,38,631,4,32
511,614,37,683,4,33
510,615,35,733,4,32
511,615,32,781,4,33
511,615,32,821,4,32
510,615,32,852,4,33
510,615,33,872,4,32
511,615,35,882,4,33
511,615,37,884,4,32
511,615,39,876,4,33
511,615,39,860,4,32
510,615,38,837,4,33
511,615,38,811,4,32
511,615,39,782,4,33
511,615,42,752,4,32
511,615,43,723,4,33
512,615,45,692,4,32
510,615,46,663,4,33
511,615,46,637,4,32
510,615,46,611,4,33
512,614,45,587,4,32
510,615,40,563,4,33
511,615,36,540,4,32
511,614,34,521,4,33
512,615,30,502,4,32
510,615,28,487,4,33
511,615,25,476,4,32
511,615,23,468,4,33
511,615,22,463,4,32
511,615,21,463,4,32
511,615,20,466,4,32
511,615,20,471,4,33
511,615,18,477,4,32
511,614,15,483,4,32
511,615,16,488,4,32
511,615,15,493,4,33
511,615,14,496,4,32
511,615,15,496,4,32
511,615,16,496,4,32
511,615,15,494,4,33
511,615,16,488,4,32
511,615,14,482,4,33
511,615,14,475,4,32
511,615,12,468,4,33
511,615,13,461,4,32
511,615,13,454,4,33
511,615,14,449,4,32
511,615,13,440,4,32
511,615,16,432,4,32
510,615,20,425,4,32
510,615,25,418,4,32
511,614,32,413,4,33
511,615,40,409,4,32
511,614,46,407,4,33
511,615,53,403,4,32
511,614,59,403,4,33
512,615,65,401,4,32
511,615,69,401,4,33
511,614,71,400,4,32
511,614,77,398,4,33
512,614,82,396,4,32
510,615,86,397,4,32
510,614,92,397,4,32
510,614,97,397,4,33
512,615,105,397,4,32
511,615,111,399,4,33
511,615,117,402,4,32
511,615,121,405,4,33
511,615,125,408,4,32
511,615,128,409,4,33
511,615,133,411,4,32
511,615,140,413,4,33
510,615,149,415,4,32
510,615,156,417,4,33
511,615,166,419,4,32
511,615,177,420,4,32
511,615,185,420,4,32
510,614,195,419,4,33
510,614,206,419,4,32
510,614,216,419,4,33
511,615,230,419,4,32
511,615,242,419,4,33
511,614,254,419,4,32
510,615,268,416,4,32
511,615,281,415,4,32
510,615,294,415,4,33
511,614,308,413,4,32
511,615,322,413,4,32
511,615,334,411,4,32
510,615,348,412,4,33
510,615,362,411,4,32
511,615,376,414,4,32
511,615,391,414,4,32
511,615,404,415,4,33
511,615,417,416,4,32
511,615,430,417,4,33
511,615,443,418,4,32
510,614,455,418,4,33
511,615,468,417,4,32
510,615,481,415,4,32
512,614,495,415,4,32
510,614,509,418,4,32
511,615,525,422,4,32
511,616,542,429,4,33
512,615,558,440,4,32
510,615,573,453,4,33
510,615,588,472,4,32
510,615,603,494,4,33
510,614,616,521,4,32
509,614,631,555,4,32
508,615,645,594,4,32
509,615,660,636,4,33
508,613,675,680,4,32
510,619,691,723,4,33
509,615,707,761,4,32
509,615,723,796,4,33
508,614,741,822,4,32
509,613,758,839,4,33
509,616,774,848,4,32
508,614,789,849,4,33
510,615,804,843,4,32
508,615,817,828,4,33
508,614,829,809,4,32
507,614,841,787,4,33
508,614,852,761,4,32
507,615,862,736,4,33
507,615,871,708,4,32
507,615,880,681,4,32
507,615,889,652,4,32
506,615,897,624,4,33
505,614,904,596,4,32
505,614,911,571,4,32
505,615,918,546,4,32
504,614,924,524,4,33
504,614,930,504,4,32
504,615,935,488,4,33
504,615,940,476,4,32
503,615,945,467,4,32
503,615,950,462,4,32
503,615,954,461,4,33
503,613,957,461,4,32
501,614,960,464,4,32
501,614,963,471,4,32
501,613,967,478,4,33
500,614,970,485,4,32
498,613,973,492,4,33
499,612,976,500,4,32
497,614,979,506,4,33
508,613,980,510,4,32
488,614,982,513,4,33
497,612,982,511,4,32
496,612,981,506,4,33
497,613,980,498,4,32
497,614,979,490,4,33
498,613,979,483,4,32
497,613,977,474,4,32
498,613,975,467,4,32
495,612,974,458,4,33
498,613,972,451,4,32
499,613,971,444,4,32
499,615,971,437,4,32
499,614,970,430,4,32
504,606,970,425,4,32
495,615,970,422,4,33
493,614,971,419,4,32
489,611,971,416,4,33
494,614,971,414,4,32
497,617,972,414,4,33
496,621,971,413,4,32
488,621,971,412,4,33
481,628,971,412,4,32
478,626,972,411,4,33
485,628,972,410,4,32
487,626,973,410,4,33
485,623,974,408,4,32
487,619,974,411,4,32
486,619,975,412,4,32
482,615,975,413,4,32
486,619,975,415,4,32
486,617,974,417,4,32
486,615,973,420,4,32
487,607,972,423,4,33
500,603,969,422,4,32
504,604,967,423,4,33
501,603,964,422,4,32
510,607,961,422,4,33
511,611,959,422,4,32
512,610,957,423,4,33
510,609,956,425,4,33
509,612,955,425,4,33
513,613,956,422,4,32
511,612,959,420,4,33
520,614,961,418,4,32
519,618,964,417,4,32
513,618,967,415,4,32
515,620,971,413,4,33
518,625,974,415,4,33
515,621,978,418,4,33
513,617,982,422,4,32
511,616,985,432,4,32
512,613,987,443,4,32
512,609,990,457,4,33
512,602,991,479,4,32
515,605,992,504,4,33
512,606,993,536,4,32
503,606,993,572,4,33
498,611,992,614,4,32
494,612,991,658,4,32
490,607,990,704,4,32
487,608,988,748,4,33
487,607,988,787,4,32
487,607,987,819,4,32
486,605,988,840,4,32
483,604,988,849,4,33
480,606,988,849,4,32
475,603,989,839,4,33
475,606,990,823,4,32
470,607,989,799,4,33
464,605,988,773,4,32
459,603,987,744,4,33
455,601,985,713,4,32
451,599,983,684,4,33
450,596,980,653,4,32
455,599,977,623,4,33
451,600,974,594,4,32
443,599,972,564,4,33
441,597,969,536,4,32
442,597,966,511,4,32
453,599,963,489,4,32
459,604,961,471,4,32
459,604,959,457,4,32
464,607,956,448,4,32
470,612,954,442,4,32
473,613,952,440,4,33
477,612,949,442,4,32
476,611,946,447,4,33
481,611,943,454,4,32
486,612,940,464,4,33
483,612,936,473,4,32
485,613,932,484,4,33
487,616,928,492,4,32
482,610,924,501,4,33
480,604,919,506,4,32
484,597,914,509,4,33
488,593,908,508,4,32
492,596,901,506,4,32
511,613,895,502,4,32
515,624,887,494,4,33
519,629,879,487,4,33
519,635,871,479,4,33
520,630,863,468,4,32
525,626,855,457,4,33
529,622,847,448,4,32
529,616,840,442,4,33
533,618,833,434,4,33
536,621,825,428,4,33
538,624,818,423,4,32
537,627,810,418,4,32
534,629,803,413,4,32
530,628,796,409,4,33
528,625,790,405,4,32
526,617,783,403,4,32
524,610,777,403,4,33
521,607,771,402,4,32
520,608,766,402,4,33
517,607,761,404,4,33
515,608,756,404,4,32
513,609,751,407,4,33
508,610,746,407,4,32
504,611,741,408,4,33
502,612,737,408,4,32
508,615,732,409,4,32
502,615,728,411,4,32
495,614,723,411,4,32
495,615,720,412,4,32
493,615,716,413,4,33
490,613,711,417,4,32
486,612,707,418,4,33
484,611,703,420,4,32
484,611,699,422,4,33
486,611,695,423,4,32
487,611,690,425,4,32
485,609,687,426,4,32
485,611,682,428,4,32
478,612,679,425,4,32
474,612,675,423,4,32
472,614,672,421,4,32
468,613,669,420,4,33
466,611,666,420,4,32
464,609,663,421,4,33
460,606,659,423,4,32
454,604,657,426,4,32
449,601,654,431,4,33
443,600,651,441,4,33
444,600,648,457,4,32
440,599,646,480,4,33
439,599,643,508,4,32
436,600,641,543,4,33
438,598,639,585,4,32
445,598,637,636,4,32
449,596,635,688,4,32
449,595,632,740,4,32
457,595,628,790,4,32
462,600,625,831,4,32
468,606,622,864,4,32
472,609,619,888,4,32
480,613,616,902,4,32
483,612,614,908,4,33
487,610,612,901,4,32
491,607,611,888,4,33
497,604,610,866,4,32
502,603,608,839,4,33
507,605,607,811,4,32
509,606,607,780,4,32
512,607,606,750,4,32
515,615,604,720,4,32
518,620,604,691,4,32
518,623,603,663,4,33
521,628,602,634,4,32
524,633,600,607,4,33
531,635,600,578,4,32
533,633,598,551,4,32
532,630,597,525,4,32
535,625,596,503,4,33
536,623,596,484,4,32
534,624,596,471,4,33
534,624,596,463,4,32
531,622,596,460,4,33
529,619,595,461,4,32
525,616,595,465,4,33
525,616,595,473,4,32
523,620,595,482,4,32
518,618,594,492,4,32
511,616,593,501,4,32
510,616,592,509,4,32
509,618,591,516,4,32
506,618,590,519,4,32
502,615,588,519,4,33
502,611,587,515,4,32
500,608,586,511,4,33
499,608,584,505,4,32
491,609,583,496,4,33
487,609,582,487,4,32
486,611,581,476,4,32
487,615,579,465,4,32
483,615,578,455,4,32
481,614,577,445,4,32
481,612,575,434,4,32
482,609,573,427,4,32
477,605,572,420,4,33
473,603,570,415,4,32
472,602,568,409,4,33
471,603,566,406,4,32
467,604,564,404,4,33
463,606,562,402,4,32
459,604,560,402,4,33
454,601,558,402,4,32
451,599,556,403,4,33
448,597,555,404,4,32
443,595,552,406,4,32
442,595,551,406,4,32
438,595,550,407,4,33
438,591,549,409,4,32
444,590,547,409,4,33
450,591,546,411,4,32
452,593,545,412,4,33
455,597,543,414,4,32
464,603,543,415,4,32
468,606,542,415,4,32
471,605,540,415,4,33
475,607,540,416,4,32
478,607,539,415,4,33
482,606,538,415,4,32
486,604,537,417,4,33
487,602,536,415,4,32
489,602,536,415,4,33
495,604,535,416,4,32
495,608,534,417,4,33
496,612,534,418,4,32
499,623,534,417,4,33
499,624,533,417,4,32
504,623,532,417,4,32
502,617,532,417,4,32
501,609,532,417,4,32
504,610,531,415,4,32
508,614,531,416,4,32
512,620,531,415,4,32
514,627,531,417,4,32
518,636,531,421,4,32
522,639,531,425,4,33
526,643,532,434,4,32
529,642,533,448,4,33
534,642,534,466,4,33
536,641,533,492,4,33
537,639,533,525,4,33
537,634,533,568,4,32
538,630,532,620,4,32
535,625,531,675,4,33
531,619,530,736,4,32
