index,resp
5827,510
5828,508
5829,506
5830,503
5831,500
5832,497
5833,494
5834,491
5835,487
5836,484
5837,481
5838,479
5839,476
5840,474
5841,471
5842,469
5843,467
5844,464
5845,462
5846,460
5847,457
5848,455
5849,453
5850,451
5851,450
5852,449
5853,447
5854,445
5855,443
5856,441
5857,439
5858,437
5859,435
5860,433
5861,432
5862,430
5863,428
5864,427
5865,425
5866,424
5867,423
5868,421
5869,419
5870,419
5871,418
5872,418
5873,418
5874,419
5875,418
5876,417
5877,416
5878,415
5879,415
5880,415
5881,414
5882,413
5883,412
5884,412
5885,412
5886,412
5887,412
5888,412
5889,411
5890,411
5891,410
5892,409
5893,408
5894,408
5895,408
5896,408
5897,408
5898,408
5899,409
5900,408
5901,408
5902,407
5903,406
5904,406
5905,406
5906,406
5907,405
5908,405
5909,404
5910,403
5911,401
5912,400
5913,399
5914,397
5915,396
5916,395
5917,394
5918,392
5919,391
5920,389
5921,388
5922,387
5923,386
5924,385
5925,384
5926,384
5927,383
5928,382
5929,380
5930,380
5931,380
5932,380
5933,380
5934,382
5935,383
5936,385
5937,387
5938,390
5939,392
5940,395
5941,398
5942,401
5943,405
5944,409
5945,414
5946,419
5947,425
5948,431
5949,437
5950,444
5951,451
5952,458
5953,466
5954,473
5955,482
5956,491
5957,500
5958,511
5959,521
5960,531
5961,540
5962,548
5963,558
5964,568
5965,577
5966,587
5967,596
5968,606
5969,615
5970,623
5971,631
5972,639
5973,647
5974,654
5975,661
5976,668
5977,674
5978,681
5979,688
5980,696
5981,702
5982,708
5983,713
5984,719
5985,723
5986,728
5987,733
5988,738
5989,742
5990,747
5991,752
5992,756
5993,760
5994,763
5995,766
5996,769
5997,771
5998,774
5999,776
6000,777
6001,778
6002,779
6003,779
6004,778
6005,777
6006,775
6007,774
6008,771
6009,769
6010,767
6011,764
6012,761
6013,759
6014,756
6015,754
6016,752
6017,750
6018,749
6019,747
6020,745
6021,743
6022,743
6023,741
6024,740
6025,739
6026,737
6027,736
6028,735
6029,733
6030,732
6031,730
6032,729
6033,727
6034,726
6035,724
6036,723
6037,722
6038,720
6039,719
6040,717
6041,716
6042,713
6043,711
6044,708
6045,705
6046,703
6047,700
6048,697
6049,694
6050,689
6051,686
6052,683
6053,679
6054,676
6055,672
6056,668
6057,663
6058,657
6059,651
6060,645
6061,638
6062,632
6063,625
6064,620
6065,614
6066,610
6067,606
6068,603
6069,601
6070,599
6071,596
6072,594
6073,592
6074,590
6075,588
6076,587
6077,585
6078,583
6079,582
6080,581
6081,579
6082,576
6083,572
6084,569
6085,565
6086,561
6087,557
6088,553
6089,550
6090,545
6091,542
6092,538
6093,534
6094,530
6095,526
6096,522
6097,517
6098,512
6099,506
6100,501
6101,495
6102,490
6103,484
6104,479
6105,474
6106,470
6107,467
6108,463
6109,460
6110,457
6111,454
6112,451
6113,448
6114,444
6115,441
6116,438
6117,435
6118,432
6119,429
6120,426
6121,423
6122,420
6123,418
6124,415
6125,412
6126,409
6127,408
6128,408
6129,409
6130,412
6131,415
6132,418
6133,422
6134,426
6135,431
6136,435
6137,440
6138,444
6139,447
6140,449
6141,450
6142,451
6143,450
6144,450
6145,449
6146,447
6147,446
6148,446
6149,446
6150,446
6151,446
6152,447
6153,446
6154,444
6155,444
6156,443
6157,442
6158,441
6159,440
6160,439
6161,437
6162,435
6163,431
6164,428
6165,423
6166,419
6167,416
6168,414
6169,411
6170,409
6171,406
6172,403
6173,399
6174,397
6175,395
6176,393
6177,391
6178,389
6179,387
6180,385
6181,383
6182,380
6183,378
6184,376
6185,374
6186,371
6187,369
6188,368
6189,366
6190,364
6191,362
6192,361
6193,359
6194,358
6195,357
6196,355
6197,354
6198,353
6199,352
6200,352
6201,351
6202,350
6203,348
6204,347
6205,344
6206,342
6207,339
6208,337
6209,334
6210,332
6211,329
6212,327
6213,324
6214,322
6215,319
6216,318
6217,315
6218,313
6219,311
6220,310
6221,307
6222,305
6223,302
6224,300
6225,297
6226,295
6227,293
6228,291
6229,288
6230,287
6231,286
6232,287
6233,287
6234,288
6235,288
6236,289
6237,289
6238,291
6239,292
6240,294
6241,296
6242,299
6243,301
6244,304
6245,309
6246,316
6247,323
6248,331
6249,340
6250,350
6251,359
6252,370
6253,381
6254,392
6255,404
6256,415
6257,426
6258,437
6259,448
6260,459
6261,470
6262,482
6263,494
6264,507
6265,520
6266,533
6267,546
6268,558
6269,569
6270,579
6271,589
6272,599
6273,608
6274,616
6275,624
6276,632
6277,639
6278,646
6279,654
6280,661
6281,668
6282,675
6283,682
6284,688
6285,693
6286,697
6287,701
6288,704
6289,708
6290,712
6291,716
6292,720
6293,724
6294,729
6295,733
6296,738
6297,742
6298,748
6299,752
6300,759
6301,764
6302,769
6303,775
6304,780
6305,786
6306,791
6307,797
6308,803
6309,810
6310,817
6311,825
6312,833
6313,841
6314,848
6315,857
6316,865
6317,874
6318,883
6319,891
6320,898
6321,905
6322,911
6323,917
6324,922
6325,927
6326,933
6327,939
6328,944
6329,949
6330,954
6331,958
6332,963
6333,966
6334,970
6335,972
6336,976
6337,978
6338,981
6339,984
6340,986
6341,988
6342,991
6343,993
6344,995
6345,996
6346,998
6347,1000
6348,1001
6349,1003
6350,1004
6351,1005
6352,1006
6353,1007
6354,1008
6355,1009
6356,1010
6357,1011
6358,1011
6359,1012
6360,1012
6361,1013
6362,1014
6363,1014
6364,1015
6365,1016
6366,1016
6367,1016
6368,1017
6369,1017
6370,1017
6371,1015
6372,1014
6373,1012
6374,1011
6375,1010
6376,1011
6377,1012
6378,1014
6379,1014
6380,1015
6381,1014
6382,1013
6383,1010
6384,1008
6385,1005
6386,1003
6387,1001
6388,1001
6389,1001
6390,1000
6391,998
6392,996
6393,993
6394,992
6395,990
6396,989
6397,988
6398,988
6399,986
6400,985
6401,983
6402,981
6403,978
6404,975
6405,972
6406,969
6407,966
6408,963
6409,959
6410,956
6411,954
6412,952
6413,948
6414,945
6415,943
6416,940
6417,937
6418,933
6419,930
6420,927
6421,924
6422,921
6423,920
6424,919
6425,917
6426,916
6427,915
6428,914
6429,913
6430,912
6431,911
6432,909
6433,905
6434,902
6435,897
6436,894
6437,891
6438,888
6439,883
6440,879
6441,874
6442,868
6443,862
6444,857
6445,851
6446,846
6447,842
6448,839
6449,836
6450,833
6451,831
6452,828
6453,825
6454,822
6455,819
6456,817
6457,815
6458,812
6459,810
6460,808
6461,807
6462,804
6463,803
6464,799
6465,795
6466,789
6467,782
6468,773
6469,764
6470,756
6471,748
6472,741
6473,734
6474,729
6475,724
6476,719
6477,714
6478,709
6479,704
6480,701
6481,699
6482,699
6483,702
6484,705
6485,709
6486,713
6487,717
6488,720
6489,726
6490,733
6491,740
6492,746
6493,751
6494,755
6495,758
6496,762
6497,765
6498,768
6499,771
6500,771
6501,771
6502,770
6503,769
6504,768
6505,769
6506,772
6507,776
6508,782
6509,787
6510,793
6511,799
6512,806
6513,812
6514,818
6515,825
6516,833
6517,841
6518,851
6519,861
6520,871
6521,879
6522,888
6523,897
6524,905
6525,914
6526,922
6527,929
6528,935
6529,940
6530,943
6531,945
6532,947
6533,950
6534,955
6535,960
6536,965
6537,969
6538,973
6539,976
6540,980
6541,983
6542,985
6543,988
6544,991
6545,992
6546,994
6547,994
6548,994
6549,995
6550,996
6551,996
6552,995
6553,991
6554,986
6555,980
6556,974
6557,967
6558,961
6559,953
6560,945
6561,935
6562,924
6563,912
6564,898
6565,886
6566,874
6567,863
6568,853
6569,842
6570,832
6571,820
6572,807
6573,794
6574,780
6575,765
6576,752
6577,741
6578,734
6579,728
6580,724
6581,721
6582,719
6583,719
6584,722
6585,730
6586,740
6587,750
6588,759
6589,768
6590,777
6591,786
6592,798
6593,810
6594,822
6595,831
6596,835
6597,836
6598,839
6599,842
6600,848
6601,857
6602,868
6603,880
6604,891
6605,899
6606,907
6607,915
6608,923
6609,929
6610,935
6611,939
6612,944
6613,946
6614,946
6615,943
6616,937
6617,928
6618,918
6619,908
6620,897
6621,886
6622,875
6623,867
6624,862
6625,857
6626,855
6627,854
6628,853
6629,852
6630,851
6631,849
6632,847
6633,844
6634,841
6635,837
6636,830
6637,822
6638,812
6639,801
6640,791
6641,781
6642,772
6643,762
6644,753
6645,743
6646,735
6647,728
6648,723
6649,719
6650,718
6651,718
6652,718
6653,718
6654,719
6655,720
6656,721
6657,723
6658,728
6659,732
6660,736
6661,738
6662,740
6663,742
6664,742
6665,743
6666,746
6667,750
6668,756
6669,764
6670,772
6671,783
6672,795
6673,807
6674,821
6675,835
6676,849
6677,860
6678,866
6679,867
6680,862
6681,851
6682,837
6683,821
6684,802
6685,782
6686,762
6687,742
6688,725
6689,710
6690,696
6691,683
6692,672
6693,661
6694,651
6695,640
6696,630
6697,619
6698,608
6699,595
6700,580
6701,560
6702,538
6703,513
6704,491
6705,470
6706,453
6707,439
6708,427
6709,416
6710,404
6711,391
6712,375
6713,356
6714,339
6715,324
6716,312
6717,302
6718,292
6719,281
6720,270
6721,257
6722,243
6723,230
6724,217
6725,204
6726,192
6727,180
6728,169
6729,159
6730,149
6731,140
6732,131
6733,125
6734,120
6735,113
6736,107
6737,100
6738,94
6739,88
6740,83
6741,78
6742,75
6743,73
6744,73
6745,73
6746,73
6747,71
6748,68
6749,63
6750,59
6751,55
6752,51
6753,48
6754,45
6755,42
6756,39
6757,37
6758,35
6759,33
6760,31
6761,29
6762,27
6763,25
6764,24
6765,22
6766,21
6767,20
6768,18
6769,17
6770,16
6771,15
6772,15
6773,14
6774,13
6775,12
6776,12
6777,11
6778,11
6779,12
6780,15
6781,16
6782,17
6783,16
6784,15
6785,14
6786,13
6787,14
6788,15
6789,16
6790,17
6791,19
6792,20
6793,21
6794,23
6795,26
6796,29
6797,34
6798,39
6799,46
6800,51
6801,56
6802,60
6803,66
6804,72
6805,78
6806,84
6807,90
6808,96
6809,99
6810,101
6811,102
6812,102
6813,102
6814,102
6815,104
6816,109
6817,115
6818,121
6819,127
6820,135
6821,142
6822,151
6823,161
6824,172
6825,183
6826,195
6827,207
6828,221
6829,234
6830,248
6831,261
6832,273
6833,285
6834,297
6835,311
6836,324
6837,338
6838,351
6839,363
6840,374
6841,383
6842,391
6843,396
6844,402
6845,406
6846,410
6847,412
6848,415
6849,416
6850,418
6851,419
6852,420
6853,421
6854,421
6855,422
6856,424
6857,428
6858,431
6859,434
6860,439
6861,444
6862,450
6863,458
6864,467
6865,477
6866,488
6867,502
6868,519
6869,539
6870,561
6871,587
6872,614
6873,639
6874,664
6875,687
6876,708
6877,727
6878,745
6879,762
6880,776
6881,788
6882,799
6883,810
6884,819
6885,828
6886,836
6887,842
6888,848
6889,853
6890,857
6891,860
6892,863
6893,864
6894,865
6895,867
6896,868
6897,868
6898,867
6899,862
6900,856
6901,849
6902,844
6903,838
6904,831
6905,825
6906,818
6907,809
6908,800
6909,791
6910,782
6911,773
6912,764
6913,757
6914,749
6915,742
6916,733
6917,723
6918,713
6919,702
6920,690
6921,678
6922,666
6923,655
6924,643
6925,631
6926,618
6927,604
6928,591
6929,578
6930,564
6931,551
6932,538
6933,524
6934,510
6935,496
6936,482
6937,468
6938,454
6939,440
6940,428
6941,415
6942,402
6943,390
6944,377
6945,365
6946,353
6947,341
6948,329
6949,319
6950,308
6951,297
6952,286
6953,273
6954,261
6955,249
6956,239
6957,228
6958,218
6959,208
6960,199
6961,191
6962,182
6963,174
6964,164
6965,153
6966,144
6967,135
6968,127
6969,119
6970,111
6971,104
6972,98
6973,91
6974,86
6975,80
6976,75
6977,70
6978,66
6979,62
6980,58
6981,55
6982,52
6983,50
6984,48
6985,47
6986,47
6987,47
6988,48
6989,48
6990,49
6991,50
6992,53
6993,56
6994,61
6995,65
6996,71
6997,76
6998,81
6999,86
7000,92
7001,96
7002,101
7003,104
7004,106
7005,106
7006,105
7007,102
7008,97
7009,92
7010,87
7011,82
7012,76
7013,69
7014,63
7015,58
7016,54
7017,49
7018,45
7019,41
7020,39
7021,36
7022,34
7023,31
7024,30
7025,28
7026,26
7027,25
7028,24
7029,23
7030,23
7031,23
7032,23
7033,22
7034,23
7035,23
7036,23
7037,23
7038,23
7039,23
7040,23
7041,23
7042,23
7043,23
7044,22
7045,20
7046,19
7047,17
7048,16
7049,15
7050,14
7051,13
7052,12
7053,11
7054,10
7055,10
7056,10
7057,10
7058,11
7059,12
7060,13
7061,14
7062,14
7063,13
7064,12
7065,12
7066,11
7067,12
7068,13
7069,13
7070,13
7071,12
7072,11
7073,10
7074,9
7075,9
7076,9
7077,10
7078,13
7079,16
7080,21
7081,26
7082,31
7083,36
7084,42
7085,47
7086,54
7087,62
7088,72
7089,84
7090,98
7091,113
7092,130
7093,147
7094,166
7095,184
7096,203
7097,222
7098,240
7099,259
7100,279
7101,299
7102,319
7103,337
7104,355
7105,372
7106,390
7107,407
7108,424
7109,442
7110,460
7111,480
7112,499
7113,519
7114,539
7115,558
7116,576
7117,594
7118,610
7119,625
7120,640
7121,654
7122,669
7123,683
7124,697
7125,711
7126,724
7127,737
7128,751
7129,762
7130,774
7131,785
7132,796
7133,807
7134,818
7135,829
7136,840
7137,851
7138,862
7139,872
7140,881
7141,890
7142,898
7143,906
7144,913
7145,920
7146,926
7147,932
7148,938
7149,943
7150,947
7151,951
7152,954
7153,959
7154,962
7155,966
7156,970
7157,973
7158,976
7159,980
7160,982
7161,985
7162,987
7163,989
7164,992
7165,993
7166,995
7167,996
7168,999
7169,1000
7170,1001
7171,1002
7172,1001
7173,998
7174,993
7175,988
7176,983
7177,978
7178,977
7179,978
7180,983
7181,987
7182,990
7183,993
7184,995
7185,998
7186,1000
7187,1001
7188,1003
7189,1003
7190,1004
7191,1004
7192,1004
7193,1004
7194,1006
7195,1007
7196,1008
7197,1009
7198,1010
7199,1011
7200,1011
7201,1012
7202,1012
7203,1012
7204,1011
7205,1011
7206,1010
7207,1009
7208,1007
7209,1006
7210,1003
7211,1000
7212,996
7213,990
7214,984
7215,979
7216,973
7217,967
7218,961
7219,955
7220,949
7221,943
7222,937
7223,932
7224,927
7225,921
7226,916
7227,911
7228,907
7229,902
7230,896
7231,892
7232,887
7233,881
7234,876
7235,872
7236,869
7237,867
7238,864
7239,862
7240,859
7241,856
7242,854
7243,853
7244,851
7245,850
7246,848
7247,847
7248,847
7249,846
7250,845
7251,844
7252,843
7253,842
7254,840
7255,839
7256,837
7257,836
7258,835
7259,833
7260,832
7261,831
7262,830
7263,829
7264,828
7265,827
7266,825
7267,824
7268,824
7269,823
7270,822
7271,821
7272,820
7273,819
7274,818
7275,817
7276,817
7277,816
7278,815
7279,815
7280,814
7281,812
7282,811
7283,809
7284,807
7285,806
7286,804
7287,803
7288,802
7289,800
7290,799
7291,796
7292,793
7293,790
7294,786
7295,781
7296,775
7297,767
7298,759
7299,748
7300,738
7301,727
7302,716
7303,704
7304,691
7305,680
7306,668
7307,657
7308,646
7309,636
7310,625
7311,615
7312,606
7313,597
7314,590
7315,582
7316,575
7317,568
7318,561
7319,555
7320,550
7321,545
7322,541
7323,538
7324,536
7325,533
7326,531
7327,528
7328,527
7329,526
7330,526
7331,525
7332,525
7333,524
7334,523
7335,523
7336,523
7337,523
7338,523
7339,522
7340,522
7341,521
7342,520
7343,520
7344,519
7345,519
7346,518
7347,517
7348,516
7349,515
7350,514
7351,514
7352,515
7353,515
7354,515
7355,515
7356,515
7357,514
7358,513
7359,513
7360,513
7361,513
7362,512
7363,511
7364,511
7365,510
7366,509
7367,508
7368,507
7369,504
7370,502
7371,499
7372,497
7373,496
7374,495
7375,493
7376,492
7377,491
7378,490
7379,489
7380,487
7381,486
7382,484
7383,483
7384,482
7385,480
7386,480
7387,478
7388,477
7389,476
7390,475
7391,473
7392,472
7393,469
7394,467
7395,465
7396,463
7397,460
7398,459
7399,457
7400,454
7401,453
7402,451
7403,449
7404,448
7405,447
7406,446
7407,444
7408,443
7409,441
7410,440
7411,440
7412,440
7413,439
7414,438
7415,437
7416,435
7417,434
7418,433
7419,432
7420,432
7421,431
7422,431
7423,431
7424,430
7425,428
7426,426
7427,423
7428,420
7429,417
7430,413
7431,409
7432,406
7433,403
7434,400
7435,398
7436,396
7437,393
7438,390
7439,387
7440,385
7441,383
7442,382
7443,381
7444,380
7445,381
7446,381
7447,382
7448,384
7449,385
7450,386
7451,388
7452,390
7453,392
7454,395
7455,397
7456,400
7457,403
7458,406
7459,408
7460,412
7461,414
7462,417
7463,419
7464,421
7465,422
7466,423
7467,423
7468,423
7469,422
7470,422
7471,421
7472,420
7473,418
7474,417
7475,415
7476,414
7477,413
7478,412
7479,412
7480,412
7481,411
7482,410
7483,409
7484,409
7485,408
7486,406
7487,404
7488,403
7489,401
7490,399
7491,396
7492,395
7493,392
7494,390
7495,387
7496,385
7497,384
7498,382
7499,381
7500,381
7501,380
7502,381
7503,381
7504,383
7505,384
7506,387
7507,389
7508,391
7509,393
7510,394
7511,396
7512,399
7513,402
7514,405
7515,408
7516,412
7517,415
7518,419
7519,423
7520,428
7521,432
7522,436
7523,440
7524,444
7525,448
7526,451
7527,455
7528,459
7529,462
7530,465
7531,470
7532,474
7533,478
7534,483
7535,487
7536,492
7537,495
7538,498
7539,500
7540,502
7541,503
7542,503
7543,503
7544,504
7545,504
7546,504
7547,505
7548,507
7549,508
7550,508
7551,510
7552,511
7553,513
7554,515
7555,517
7556,519
7557,521
7558,524
7559,527
7560,529
7561,532
7562,534
7563,536
7564,539
7565,540
7566,542
7567,543
7568,545
7569,547
7570,549
7571,551
7572,553
7573,556
7574,558
7575,560
7576,561
7577,563
7578,564
7579,566
7580,568
7581,570
7582,572
7583,574
7584,575
7585,577
7586,576
7587,577
7588,576
7589,576
7590,576
7591,577
7592,578
7593,579
7594,579
7595,580
7596,580
7597,579
7598,579
7599,579
7600,580
7601,579
7602,580
7603,580
7604,581
7605,581
7606,582
7607,582
7608,583
7609,583
7610,583
7611,583
7612,584
7613,585
7614,586
7615,587
7616,587
7617,588
7618,588
7619,588
7620,588
7621,588
7622,588
7623,589
7624,590
7625,591
7626,592
7627,593
7628,593
7629,593
7630,591
7631,588
7632,585
7633,582
7634,579
7635,577
7636,575
7637,574
7638,573
7639,572
7640,571
7641,569
7642,568
7643,568
7644,569
7645,571
7646,573
7647,575
7648,578
7649,580
7650,581
7651,582
7652,583
7653,583
7654,585
7655,587
7656,589
7657,591
7658,593
7659,596
7660,599
7661,602
7662,604
7663,607
7664,607
7665,606
7666,605
7667,604
7668,603
7669,603
7670,603
7671,605
7672,608
7673,611
7674,613
7675,612
7676,608
7677,600
7678,588
7679,574
7680,556
7681,536
7682,515
7683,495
7684,476
7685,459
7686,442
7687,427
7688,413
7689,399
7690,385
7691,371
7692,357
7693,343
7694,331
7695,320
7696,312
7697,304
7698,296
7699,286
7700,273
7701,259
7702,244
7703,231
7704,219
7705,209
7706,201
7707,196
7708,191
7709,186
7710,180
7711,174
7712,168
7713,163
7714,158
7715,156
7716,154
7717,152
7718,151
7719,151
7720,152
7721,153
7722,154
7723,156
7724,158
7725,163
7726,170
7727,180
7728,191
7729,201
7730,210
7731,216
7732,220
7733,220
7734,219
7735,216
7736,211
7737,203
7738,191
7739,176
7740,162
7741,149
7742,139
7743,131
7744,123
7745,115
7746,108
7747,101
7748,95
7749,88
7750,83
7751,78
7752,73
7753,68
7754,64
7755,60
7756,56
7757,52
7758,49
7759,46
7760,43
7761,40
7762,38
7763,36
7764,35
7765,33
7766,31
7767,29
7768,28
7769,27
7770,27
7771,29
7772,31
7773,32
7774,34
7775,35
7776,36
7777,37
7778,39
7779,42
7780,45
7781,49
7782,54
7783,60
7784,66
7785,72
7786,77
7787,82
7788,86
7789,88
7790,91
7791,92
7792,94
7793,94
7794,95
7795,95
7796,95
7797,93
7798,91
7799,88
7800,87
7801,86
7802,86
7803,85
7804,83
7805,81
7806,77
7807,72
7808,67
7809,63
7810,58
7811,54
7812,51
7813,49
7814,48
7815,48
7816,48
7817,51
7818,54
7819,58
7820,62
7821,65
7822,69
7823,72
7824,76
7825,79
7826,81
7827,85
7828,89
7829,94
7830,99
7831,104
7832,110
7833,115
7834,120
7835,126
7836,132
7837,137
7838,143
7839,149
7840,156
7841,161
7842,167
7843,172
7844,179
7845,184
7846,191
7847,198
7848,204
7849,209
7850,214
7851,218
7852,223
7853,227
7854,231
7855,234
7856,238
7857,241
7858,243
7859,244
7860,244
7861,244
7862,243
7863,243
7864,243
7865,243
7866,244
7867,245
7868,246
7869,248
7870,249
7871,252
7872,254
7873,256
7874,259
7875,262
7876,265
7877,268
7878,271
7879,274
7880,277
7881,279
7882,281
7883,284
7884,287
7885,289
7886,291
7887,293
7888,295
7889,295
7890,295
7891,294
7892,292
7893,289
7894,287
7895,284
7896,282
7897,280
7898,280
7899,280
7900,281
7901,285
7902,291
7903,299
7904,306
7905,314
7906,322
7907,331
7908,340
7909,351
7910,363
7911,377
7912,391
7913,406
7914,419
7915,433
7916,446
7917,458
7918,469
7919,479
7920,488
7921,496
7922,504
7923,511
7924,518
7925,526
7926,536
7927,546
7928,558
7929,569
7930,580
7931,591
7932,604
7933,616
7934,627
7935,638
7936,649
7937,658
7938,667
7939,677
7940,687
7941,696
7942,706
7943,715
7944,722
7945,728
7946,733
7947,739
7948,744
7949,751
7950,757
7951,763
7952,768
7953,772
7954,777
7955,783
7956,787
7957,792
7958,797
7959,802
7960,809
7961,816
7962,823
7963,831
7964,839
7965,847
7966,856
7967,865
7968,874
7969,882
7970,888
7971,891
7972,895
7973,899
7974,905
7975,911
7976,918
7977,924
7978,930
7979,935
7980,940
7981,944
7982,949
7983,952
7984,955
7985,958
7986,961
7987,965
7988,968
7989,972
7990,975
7991,978
7992,981
7993,983
7994,985
7995,986
7996,986
7997,986
7998,984
7999,983
8000,982
8001,981
8002,981
8003,982
8004,982
8005,984
8006,985
8007,987
8008,989
8009,991
8010,992
8011,992
8012,993
8013,994
8014,995
8015,997
8016,999
8017,1000
8018,1002
8019,1003
8020,1005
8021,1006
8022,1007
8023,1008
8024,1009
8025,1010
8026,1011
8027,1011
8028,1011
8029,1011
8030,1011
8031,1012
8032,1012
8033,1011
8034,1006
8035,1000
8036,992
8037,984
8038,975
8039,969
8040,963
8041,959
8042,956
8043,956
8044,956
8045,957
8046,958
8047,959
8048,958
8049,957
8050,956
8051,955
8052,955
8053,955
8054,955
8055,954
8056,952
8057,950
8058,946
8059,942
8060,937
8061,931
8062,925
8063,919
8064,912
8065,904
8066,897
8067,889
8068,882
8069,874
8070,866
8071,860
8072,853
8073,846
8074,840
8075,834
8076,828
8077,822
8078,817
8079,811
8080,807
8081,802
8082,798
8083,794
8084,792
8085,788
8086,785
8087,782
8088,779
8089,775
8090,772
8091,770
8092,768
8093,766
8094,764
8095,764
8096,764
8097,765
8098,766
8099,767
8100,768
8101,768
8102,768
8103,768
8104,768
8105,767
8106,767
8107,768
8108,769
8109,772
8110,774
8111,775
8112,777
8113,779
8114,782
8115,784
8116,786
8117,789
8118,792
8119,796
8120,799
8121,803
8122,807
8123,812
8124,817
8125,821
8126,826
8127,829
8128,833
8129,836
8130,839
8131,844
8132,848
8133,851
8134,853
8135,855
8136,857
8137,859
8138,860
8139,861
8140,862
8141,862
8142,861
8143,860
8144,860
8145,861
8146,863
8147,864
8148,864
8149,865
8150,866
8151,867
8152,870
8153,873
8154,877
8155,882
8156,885
8157,886
8158,888
8159,893
8160,897
8161,903
8162,911
8163,920
8164,927
8165,934
8166,941
8167,926
8168,911
8169,921
8170,905
8171,894
8172,885
8173,880
8174,881
8175,885
8176,898
8177,908
8178,918
8179,926
8180,935
8181,941
8182,948
8183,954
8184,959
8185,963
8186,968
8187,966
8188,961
8189,956
8190,951
8191,921
8192,887
8193,857
8194,843
8195,834
8196,832
8197,834
8198,838
8199,840
8200,839
8201,831
8202,817
8203,796
8204,771
8205,743
8206,715
8207,685
8208,658
8209,632
8210,609
8211,586
8212,568
8213,547
8214,533
8215,543
8216,580
8217,615
8218,645
8219,672
8220,697
8221,719
8222,740
8223,760
8224,777
8225,794
8226,809
8227,812
8228,814
8229,816
8230,810
8231,796
8232,778
8233,755
8234,722
8235,680
8236,637
8237,595
8238,560
8239,535
8240,504
8241,471
8242,440
8243,411
8244,385
8245,381
8246,409
8247,457
8248,501
8249,541
8250,577
8251,608
8252,636
8253,663
8254,687
8255,708
8256,729
8257,748
8258,765
8259,779
8260,793
8261,807
8262,819
8263,826
8264,827
8265,819
8266,802
8267,784
8268,768
8269,756
8270,745
8271,736
8272,726
8273,709
8274,674
8275,627
8276,585
8277,546
8278,509
8279,474
8280,441
8281,412
8282,384
8283,359
8284,337
8285,316
8286,296
8287,278
8288,261
8289,245
8290,230
8291,216
8292,202
8293,190
8294,178
8295,168
8296,157
8297,147
8298,138
8299,129
8300,122
8301,114
8302,107
8303,103
8304,123
8305,158
8306,196
8307,245
8308,300
8309,348
8310,392
8311,433
8312,472
8313,508
8314,543
8315,576
8316,606
8317,633
8318,659
8319,682
8320,703
8321,723
8322,742
8323,759
8324,775
8325,790
8326,805
8327,818
8328,830
8329,842
8330,853
8331,864
8332,873
8333,883
8334,887
8335,877
8336,864
8337,848
8338,833
8339,822
8340,810
8341,800
8342,791
8343,781
8344,770
8345,758
8346,747
8347,735
8348,724
8349,713
8350,703
8351,699
8352,700
8353,677
8354,636
8355,596
8356,558
8357,526
8358,502
8359,481
8360,460
8361,434
8362,405
8363,379
8364,354
8365,331
8366,311
8367,292
8368,275
8369,258
8370,241
8371,227
8372,212
8373,199
8374,187
8375,175
8376,165
8377,154
8378,144
8379,135
8380,127
8381,119
8382,111
8383,105
8384,98
8385,92
8386,109
8387,137
8388,165
8389,190
8390,215
8391,241
8392,273
8393,312
8394,358
8395,401
8396,441
8397,479
8398,515
8399,549
8400,582
8401,611
8402,638
8403,663
8404,686
8405,707
8406,726
8407,745
8408,762
8409,778
8410,793
8411,807
8412,820
8413,833
8414,843
8415,850
8416,854
8417,854
8418,852
8419,846
8420,835
8421,821
8422,803
8423,782
8424,757
8425,728
8426,696
8427,652
8428,608
8429,570
8430,541
8431,516
8432,495
8433,474
8434,456
8435,440
8436,425
8437,411
8438,398
8439,387
8440,378
8441,370
8442,364
8443,358
8444,353
8445,349
8446,345
8447,340
8448,336
8449,332
8450,332
8451,333
8452,333
8453,331
8454,328
8455,326
8456,324
8457,324
8458,325
8459,326
8460,327
8461,327
8462,327
8463,326
8464,324
8465,321
8466,318
8467,317
8468,316
8469,315
8470,313
8471,311
8472,307
8473,304
8474,301
8475,299
8476,297
8477,296
8478,295
8479,296
8480,298
8481,300
8482,302
8483,304
8484,307
8485,309
8486,313
8487,317
8488,320
8489,323
8490,326
8491,329
8492,332
8493,335
8494,339
8495,341
8496,344
8497,345
8498,347
8499,349
8500,352
8501,353
8502,355
8503,358
8504,359
8505,359
8506,358
8507,356
8508,353
8509,350
8510,349
8511,348
8512,351
8513,355
8514,359
8515,364
8516,369
8517,374
8518,379
8519,384
8520,387
8521,387
8522,387
8523,384
8524,379
8525,373
8526,367
8527,359
8528,352
8529,345
8530,341
8531,339
8532,337
8533,334
8534,329
8535,326
8536,324
8537,323
8538,327
8539,330
8540,335
8541,340
8542,346
8543,352
8544,363
8545,373
8546,384
8547,396
8548,408
8549,419
8550,430
8551,443
8552,455
8553,466
8554,478
8555,489
8556,500
8557,513
8558,526
8559,540
8560,555
8561,570
8562,586
8563,602
8564,621
8565,641
8566,664
8567,687
8568,708
8569,728
8570,747
8571,762
8572,772
8573,776
8574,777
8575,774
8576,766
8577,755
8578,741
8579,727
8580,713
8581,701
8582,687
8583,675
8584,662
8585,650
8586,638
8587,627
8588,616
8589,604
8590,591
8591,575
8592,558
8593,537
8594,515
8595,490
8596,464
8597,439
8598,414
8599,388
8600,363
8601,339
8602,318
8603,297
8604,278
8605,260
8606,244
