acc_x,acc_z,resp,pzt,eda,emg
480,582,537,362,4,24
480,583,535,355,4,43
481,584,532,348,4,23
481,586,531,341,4,42
483,586,529,335,4,23
481,584,527,331,4,42
480,582,526,328,4,22
481,580,525,327,4,43
480,579,524,324,4,23
482,581,523,322,4,42
483,583,523,319,4,23
481,583,522,314,4,43
481,584,522,311,4,23
481,583,521,308,4,42
480,581,521,307,4,23
478,580,520,305,4,42
479,579,520,306,4,24
480,579,519,304,4,42
482,580,519,302,4,23
481,580,518,302,4,43
482,583,518,301,4,23
483,583,516,301,4,43
483,583,516,301,4,23
481,582,515,300,4,43
481,581,514,297,4,23
480,581,513,296,4,42
480,583,512,294,4,23
479,582,511,294,4,43
478,582,510,295,4,23
478,582,509,294,4,42
481,582,508,294,4,23
481,582,506,295,4,42
480,582,505,297,4,23
481,583,502,301,4,42
483,583,501,311,4,23
483,583,500,333,4,42
482,582,499,368,4,23
481,581,500,418,4,43
481,579,500,484,4,23
480,579,502,564,4,43
480,579,502,652,4,23
481,580,502,746,4,42
481,581,500,838,4,23
481,583,499,928,4,43
483,585,497,971,4,23
483,586,496,972,4,43
482,585,495,972,4,23
480,584,494,972,4,42
480,582,494,972,4,23
478,581,494,972,4,43
479,579,495,972,4,23
480,577,495,972,4,43
481,577,496,972,4,23
481,578,496,972,4,43
482,580,496,972,4,23
482,585,496,972,4,43
483,586,497,972,4,23
482,587,497,972,4,43
482,583,498,972,4,23
480,579,498,972,4,42
480,580,498,972,4,23
480,579,499,972,4,43
480,578,499,972,4,23
479,580,499,971,4,42
480,583,499,904,4,23
480,585,500,819,4,42
481,584,500,737,4,23
480,583,500,662,4,43
479,583,499,597,4,23
478,583,499,542,4,42
479,581,499,498,4,23
478,582,499,467,4,42
480,584,498,444,4,23
481,583,497,429,4,42
481,582,497,424,4,23
480,580,497,426,4,42
480,581,496,431,4,23
480,582,496,437,4,43
480,581,495,445,4,23
480,582,495,451,4,43
480,581,493,456,4,23
480,580,492,460,4,42
482,581,490,459,4,23
480,582,488,458,4,43
479,583,486,453,4,23
479,582,484,446,4,42
481,581,483,438,4,23
479,580,481,429,4,43
480,579,479,423,4,23
480,580,478,416,4,43
480,579,477,409,4,23
480,581,475,402,4,43
481,583,474,397,4,23
483,585,473,391,4,43
481,584,471,386,4,24
479,584,470,382,4,43
479,583,469,376,4,23
477,581,468,371,4,42
478,581,467,365,4,23
477,580,466,360,4,42
476,579,466,356,4,23
476,581,465,350,4,42
478,580,465,345,4,23
478,582,464,338,4,42
480,584,464,329,4,23
480,584,464,322,4,43
482,586,464,315,4,23
481,586,463,310,4,42
479,585,463,305,4,23
478,584,463,300,4,42
477,583,463,298,4,23
476,581,463,296,4,43
475,582,463,295,4,23
474,583,463,294,4,42
474,585,463,294,4,23
474,585,463,296,4,42
475,586,463,297,4,23
476,584,463,299,4,43
476,584,463,301,4,24
475,584,463,300,4,42
474,584,463,299,4,23
472,584,463,297,4,42
471,585,463,296,4,23
473,584,463,294,4,42
471,592,463,289,4,23
471,583,462,284,4,42
472,581,462,282,4,23
469,585,461,280,4,43
469,583,460,278,4,23
467,581,459,275,4,43
467,582,458,273,4,23
465,580,457,271,4,42
467,582,458,268,4,23
476,587,460,267,4,42
478,586,460,263,4,24
471,581,460,259,4,42
474,577,460,255,4,23
468,579,460,251,4,43
470,585,459,249,4,24
474,592,458,246,4,42
474,600,457,243,4,23
476,595,456,242,4,42
479,595,455,241,4,24
477,590,455,241,4,43
481,590,455,243,4,23
479,589,455,249,4,43
479,583,456,260,4,23
479,584,457,275,4,42
477,570,457,300,4,23
480,575,458,337,4,42
478,581,458,389,4,23
488,588,459,456,4,42
494,591,459,535,4,23
497,600,460,623,4,42
496,596,460,717,4,23
493,589,460,811,4,42
489,584,461,900,4,24
485,579,461,971,4,43
481,582,461,971,4,23
480,588,461,971,4,42
483,585,461,971,4,23
483,591,461,971,4,43
482,592,462,971,4,23
482,599,462,972,4,42
486,601,462,972,4,23
488,598,462,972,4,43
486,608,462,972,4,23
487,600,463,972,4,42
487,595,463,972,4,23
486,594,463,972,4,43
484,587,463,972,4,23
481,584,463,972,4,43
496,600,463,972,4,23
477,592,462,972,4,42
468,576,462,972,4,23
465,571,462,972,4,42
458,572,461,971,4,23
451,569,460,929,4,43
454,560,459,850,4,23
448,546,459,772,4,42
452,541,457,700,4,23
461,558,456,638,4,43
479,590,455,585,4,23
487,619,454,546,4,42
487,615,453,517,4,24
483,592,452,500,4,43
475,579,451,491,4,23
473,582,451,487,4,43
478,589,450,490,4,23
479,588,449,496,4,42
476,579,448,501,4,23
483,567,447,508,4,42
472,582,447,513,4,23
478,591,446,516,4,43
480,588,446,517,4,23
486,565,445,513,4,42
468,590,445,506,4,23
472,581,445,497,4,43
465,557,446,484,4,23
467,581,445,471,4,43
473,602,446,457,4,23
470,589,446,442,4,43
467,588,446,428,4,23
473,598,446,415,4,42
471,597,446,403,4,23
473,596,445,392,4,43
470,597,445,381,4,23
475,608,445,373,4,43
475,609,446,365,4,23
455,609,446,358,4,43
472,595,447,348,4,23
465,584,447,339,4,43
469,595,448,332,4,23
468,583,448,326,4,42
467,594,449,321,4,23
469,593,449,318,4,42
475,589,449,315,4,23
460,596,449,313,4,42
458,588,449,314,4,23
443,569,449,314,4,42
454,560,449,315,4,23
450,560,448,316,4,43
457,577,448,317,4,23
461,585,448,319,4,43
463,587,449,322,4,23
462,581,449,323,4,43
467,586,449,323,4,23
469,595,449,322,4,42
473,598,449,319,4,23
472,598,448,316,4,42
473,598,448,311,4,23
475,598,448,305,4,42
478,599,449,300,4,23
480,598,451,296,4,43
480,597,452,293,4,23
479,592,453,291,4,43
478,590,454,291,4,23
479,595,454,295,4,42
481,598,454,306,4,23
478,594,453,325,4,43
477,591,452,358,4,23
476,592,452,403,4,43
477,596,451,464,4,23
473,599,451,535,4,42
481,599,452,613,4,23
479,600,452,697,4,42
480,596,453,779,4,23
480,598,455,856,4,43
482,595,455,923,4,23
500,581,456,971,4,43
464,596,457,971,4,23
483,603,458,971,4,43
478,606,459,971,4,23
476,605,460,972,4,42
468,601,461,971,4,23
465,591,462,971,4,42
459,585,462,971,4,23
461,588,463,971,4,43
466,592,463,952,4,23
471,596,464,906,4,43
470,594,465,857,4,24
462,596,465,808,4,43
447,613,466,758,4,24
428,615,467,707,4,43
417,604,467,656,4,23
423,586,467,607,4,42
437,580,468,561,4,23
446,586,469,520,4,43
447,594,470,485,4,23
451,589,470,456,4,43
465,580,471,435,4,24
472,583,471,419,4,43
465,596,471,409,4,23
450,608,471,405,4,42
443,611,471,403,4,23
445,604,471,407,4,43
452,594,470,414,4,23
456,592,470,422,4,42
454,596,470,430,4,23
447,597,468,436,4,43
446,595,468,441,4,23
449,588,467,445,4,43
460,590,466,445,4,23
462,596,465,443,4,43
451,601,465,439,4,23
444,598,463,431,4,43
446,589,463,421,4,23
448,584,463,409,4,43
451,586,463,398,4,23
443,585,462,385,4,42
442,591,462,373,4,23
440,588,462,362,4,43
435,583,462,350,4,23
432,579,462,341,4,42
428,575,461,332,4,24
427,575,461,323,4,42
428,578,461,316,4,23
431,580,462,311,4,42
436,579,462,307,4,23
436,578,462,305,4,42
435,575,462,305,4,24
434,573,463,305,4,43
430,572,463,305,4,23
424,573,463,305,4,43
423,573,463,305,4,23
430,572,464,304,4,42
435,571,464,305,4,23
436,572,464,305,4,43
433,577,465,305,4,23
431,582,465,304,4,43
430,583,465,304,4,23
428,580,467,304,4,43
432,575,467,304,4,22
439,572,467,303,4,43
436,575,468,303,4,23
426,574,468,302,4,42
422,574,470,303,4,23
423,574,470,303,4,42
426,573,471,304,4,23
431,574,471,307,4,42
435,574,472,307,4,23
432,579,472,308,4,43
432,583,472,308,4,23
432,584,473,309,4,42
434,581,473,310,4,23
436,580,473,308,4,42
436,581,473,308,4,23
435,582,474,307,4,42
438,583,475,305,4,23
440,588,475,304,4,43
441,589,476,304,4,23
441,586,476,307,4,43
444,585,476,315,4,23
446,587,475,330,4,43
449,590,477,357,4,23
448,590,478,398,4,42
442,590,480,454,4,23
439,589,481,523,4,43
440,587,482,604,4,23
442,588,482,694,4,43
444,591,482,787,4,23
447,592,482,880,4,43
451,594,482,965,4,24
448,594,482,971,4,43
447,592,481,971,4,23
446,593,481,971,4,43
449,591,481,972,4,23
453,591,481,972,4,43
455,594,482,971,4,23
452,596,483,972,4,42
451,595,483,972,4,23
452,595,484,972,4,43
451,595,485,972,4,24
451,595,486,972,4,43
452,595,486,972,4,23
453,596,487,972,4,42
451,597,489,972,4,23
451,597,490,972,4,42
455,595,491,972,4,23
459,595,492,972,4,43
460,597,493,971,4,23
460,600,494,972,4,42
456,601,495,972,4,23
453,601,496,971,4,42
455,599,497,899,4,23
458,598,498,810,4,43
462,598,499,727,4,23
460,599,500,653,4,42
460,599,501,589,4,23
463,600,503,538,4,42
464,599,505,499,4,23
462,601,508,472,4,42
460,600,510,455,4,23
459,603,512,444,4,43
460,602,514,440,4,23
461,600,516,443,4,42
464,603,519,448,4,23
465,605,521,455,4,42
464,603,523,460,4,23
466,599,526,463,4,42
466,603,528,461,4,23
463,606,530,458,4,42
462,602,531,453,4,23
465,599,532,446,4,43
470,603,534,439,4,23
470,606,535,428,4,42
469,605,536,417,4,24
467,604,536,405,4,42
466,605,537,394,4,23
467,606,538,385,4,42
470,605,539,376,4,23
470,604,540,368,4,42
470,605,541,359,4,23
469,604,541,352,4,43
470,605,542,347,4,23
472,604,543,340,4,42
474,605,543,333,4,24
475,607,544,327,4,42
475,610,545,321,4,23
472,608,547,312,4,42
472,605,548,303,4,23
475,603,549,300,4,42
477,606,551,299,4,23
474,609,552,298,4,42
473,608,554,297,4,23
475,608,555,298,4,42
478,607,557,298,4,23
477,608,559,298,4,43
477,608,561,298,4,23
476,608,563,297,4,42
478,607,564,296,4,23
477,607,566,296,4,42
476,608,568,297,4,23
476,608,569,299,4,42
478,607,571,300,4,23
477,608,572,300,4,43
475,609,573,298,4,23
474,609,574,296,4,43
477,607,575,294,4,23
479,606,576,293,4,43
479,608,577,293,4,23
480,611,578,293,4,43
479,610,579,293,4,23
476,607,580,294,4,42
477,606,581,293,4,24
479,609,583,292,4,42
479,610,583,290,4,24
479,607,585,289,4,42
479,607,586,286,4,23
477,608,587,284,4,43
479,608,588,282,4,24
478,607,589,281,4,43
479,607,590,283,4,23
481,607,591,283,4,42
482,609,592,283,4,23
476,611,593,283,4,42
476,608,593,283,4,23
477,607,595,281,4,43
478,609,596,280,4,23
477,608,598,280,4,43
477,608,601,279,4,23
479,607,604,278,4,43
479,608,606,280,4,23
481,608,606,286,4,42
481,608,607,299,4,24
482,608,607,323,4,43
480,607,608,359,4,23
477,608,608,410,4,42
476,609,609,477,4,23
477,609,610,556,4,42
479,607,611,646,4,23
478,609,614,743,4,43
478,608,617,846,4,23
480,608,619,943,4,43
482,610,622,971,4,23
481,609,624,972,4,43
479,609,626,971,4,24
476,609,629,972,4,43
477,610,631,972,4,23
479,607,632,972,4,43
481,606,635,972,4,23
485,608,636,972,4,42
487,610,638,972,4,23
483,610,639,972,4,42
481,609,640,972,4,23
481,608,641,972,4,43
481,608,642,972,4,23
479,611,643,972,4,42
478,610,644,972,4,23
478,608,646,972,4,42
479,608,646,972,4,23
480,608,647,972,4,43
482,607,647,972,4,23
481,607,648,972,4,43
480,609,649,972,4,23
479,610,649,972,4,42
479,609,649,972,4,23
478,609,649,972,4,43
479,609,648,972,4,23
478,608,648,972,4,42
480,608,647,914,4,23
479,609,646,818,4,42
480,608,644,730,4,24
480,608,643,654,4,42
480,608,641,590,4,23
480,609,639,539,4,42
479,608,636,499,4,23
478,608,633,470,4,42
478,609,630,450,4,23
477,609,627,437,4,42
475,609,624,430,4,24
475,609,620,426,4,42
467,612,617,423,4,23
454,619,615,421,4,42
441,620,611,417,4,23
430,619,609,414,4,43
424,617,607,409,4,23
421,611,604,405,4,43
426,602,603,398,4,23
438,598,601,390,4,42
451,596,600,381,4,23
460,593,599,372,4,43
470,596,597,361,4,23
468,600,597,352,4,43
481,583,596,344,4,23
535,569,595,337,4,42
562,577,595,332,4,23
561,593,595,325,4,42
570,615,594,319,4,24
595,621,594,312,4,42
598,617,594,307,4,23
596,606,593,302,4,43
619,603,593,297,4,23
628,614,593,295,4,42
645,615,593,290,4,23
668,605,592,287,4,43
679,594,592,284,4,23
650,583,592,281,4,42
583,575,591,280,4,23
520,571,591,279,4,43
476,575,590,275,4,24
447,591,590,272,4,42
417,617,589,270,4,23
400,620,588,270,4,42
386,618,588,270,4,23
348,635,587,271,4,43
320,665,586,271,4,23
324,646,584,272,4,42
345,618,583,273,4,23
359,604,583,273,4,42
369,598,581,272,4,23
414,577,580,274,4,42
444,578,579,275,4,23
455,579,578,275,4,43
497,567,577,275,4,23
526,557,575,273,4,42
540,536,574,272,4,23
566,560,572,270,4,43
599,584,571,268,4,23
633,602,570,267,4,43
647,599,570,265,4,23
662,617,570,264,4,42
691,610,570,264,4,23
714,567,570,263,4,42
714,590,569,263,4,23
697,601,567,263,4,43
671,600,565,263,4,23
649,587,563,264,4,42
607,579,561,265,4,23
587,586,559,268,4,42
553,581,557,268,4,23
500,583,556,268,4,43
472,596,555,270,4,23
437,590,554,271,4,42
403,637,553,276,4,23
402,613,553,291,4,42
390,619,553,316,4,23
338,609,553,357,4,42
308,652,552,415,4,23
304,638,552,490,4,42
316,615,552,579,4,23
355,598,551,682,4,42
416,568,551,792,4,23
456,557,551,905,4,43
482,558,551,971,4,23
508,569,550,972,4,42
527,556,549,972,4,23
594,549,548,972,4,42
655,604,547,972,4,23
698,631,546,972,4,42
732,649,545,972,4,23
747,646,545,972,4,42
736,589,544,972,4,23
719,592,543,972,4,42
695,600,543,972,4,23
647,596,542,972,4,43
596,601,541,972,4,23
550,588,540,972,4,42
522,599,539,972,4,23
500,614,537,972,4,42
486,609,536,972,4,24
453,620,534,972,4,42
421,629,532,972,4,23
402,600,531,972,4,43
372,572,529,972,4,23
339,578,528,972,4,42
314,584,526,972,4,23
329,583,524,972,4,42
315,605,521,972,4,23
347,586,519,972,4,42
406,575,516,931,4,23
456,564,513,775,4,43
510,563,510,628,4,23
527,577,507,496,4,42
526,610,504,385,4,23
523,659,503,296,4,43
541,674,500,228,4,23
578,654,498,184,4,42
620,620,496,160,4,23
670,611,494,153,4,42
691,641,492,157,4,23
643,669,491,170,4,42
563,665,489,188,4,24
521,647,487,209,4,43
544,631,486,231,4,23
583,625,485,249,4,43
585,633,483,264,4,23
540,645,483,275,4,42
496,622,482,283,4,23
469,579,481,288,4,42
451,574,480,291,4,23
425,579,480,291,4,42
389,573,479,289,4,23
370,551,479,286,4,43
378,535,479,282,4,23
384,535,478,278,4,42
378,548,478,273,4,23
378,567,478,268,4,42
387,587,478,265,4,23
393,608,478,261,4,42
405,613,477,257,4,23
426,602,477,253,4,42
454,585,476,250,4,23
473,579,476,247,4,42
481,591,476,246,4,23
490,605,475,243,4,42
498,617,475,242,4,23
492,620,474,242,4,42
483,613,473,240,4,23
482,612,472,238,4,42
486,623,471,236,4,23
488,621,470,233,4,42
487,609,468,233,4,24
485,601,467,232,4,42
486,605,465,231,4,23
483,607,464,232,4,43
475,609,462,233,4,24
467,608,461,234,4,42
466,604,459,236,4,23
464,600,455,235,4,43
462,598,454,235,4,23
458,601,451,235,4,42
458,604,448,235,4,23
463,602,445,236,4,42
470,596,442,236,4,23
466,600,440,238,4,42
461,608,439,241,4,23
461,608,438,243,4,42
465,602,437,244,4,23
468,597,436,246,4,42
468,601,435,247,4,23
466,606,435,249,4,42
465,607,434,251,4,24
465,602,433,252,4,42
467,599,433,252,4,23
471,599,432,252,4,42
469,601,432,251,4,23
462,605,432,249,4,43
459,606,432,249,4,23
459,603,433,249,4,42
462,597,434,251,4,23
465,594,434,252,4,42
464,601,435,252,4,23
462,607,436,252,4,42
462,604,437,252,4,23
462,600,437,254,4,43
464,600,438,257,4,23
464,600,438,263,4,42
465,602,439,274,4,24
463,604,439,295,4,42
459,603,438,330,4,23
460,600,439,378,4,42
462,599,438,442,4,23
462,600,438,521,4,42
465,599,438,611,4,23
465,601,436,711,4,42
463,602,436,811,4,24
460,601,436,908,4,42
462,600,437,971,4,23
462,600,437,971,4,42
460,599,438,971,4,23
460,600,438,971,4,43
463,601,438,971,4,24
460,600,439,972,4,43
460,599,441,971,4,23
462,599,440,971,4,42
463,599,440,971,4,23
462,600,440,971,4,42
463,601,440,971,4,23
462,602,439,971,4,43
462,600,439,971,4,23
461,599,439,971,4,42
459,600,438,971,4,24
459,600,438,971,4,42
461,600,439,971,4,23
460,599,438,971,4,42
460,598,438,969,4,24
459,599,437,871,4,43
461,601,436,776,4,23
459,600,436,685,4,42
460,600,435,600,4,23
462,600,435,525,4,42
463,601,435,464,4,23
462,600,435,416,4,42
461,600,435,383,4,23
459,600,434,360,4,42
457,599,434,348,4,23
459,598,434,344,4,42
460,599,435,347,4,23
462,600,435,354,4,42
461,601,435,364,4,23
459,600,436,375,4,42
459,600,437,383,4,23
459,600,438,390,4,42
458,598,439,394,4,23
457,598,439,393,4,42
460,599,439,389,4,24
463,600,440,383,4,42
465,600,441,374,4,23
462,599,441,365,4,42
460,600,442,355,4,24
461,602,443,344,4,42
461,601,444,335,4,22
459,599,445,325,4,42
460,598,446,315,4,23
460,598,446,304,4,42
460,599,447,294,4,23
459,603,448,283,4,43
459,602,448,274,4,24
461,601,448,267,4,42
462,599,449,261,4,24
459,598,449,255,4,42
458,598,449,250,4,24
461,600,449,247,4,42
463,599,450,248,4,23
462,599,451,248,4,42
462,601,450,248,4,23
462,601,451,248,4,42
463,601,451,249,4,23
462,602,451,250,4,42
461,600,451,251,4,23
462,600,451,252,4,42
463,601,451,252,4,24
460,603,451,253,4,42
459,601,450,254,4,24
462,598,450,257,4,42
467,598,450,260,4,23
464,602,449,263,4,42
460,605,449,265,4,23
464,603,449,268,4,42
469,601,449,269,4,23
467,601,448,269,4,42
466,603,446,270,4,23
463,606,446,270,4,42
464,605,445,269,4,23
468,600,445,270,4,42
469,600,446,271,4,24
468,604,447,271,4,42
466,608,448,272,4,23
463,604,447,273,4,42
464,599,447,276,4,23
467,598,446,280,4,42
468,605,445,283,4,24
467,610,444,286,4,42
470,611,444,289,4,23
470,613,443,292,4,42
472,608,442,295,4,23
471,603,442,296,4,43
472,603,442,297,4,23
474,610,443,299,4,42
473,613,443,299,4,23
471,608,444,299,4,42
470,604,444,299,4,23
475,604,445,298,4,42
480,604,445,297,4,23
476,606,446,298,4,42
468,606,447,300,4,24
460,607,449,307,4,43
458,606,449,324,4,23
457,604,450,354,4,42
458,605,451,398,4,23
457,606,452,457,4,43
452,607,453,530,4,23
444,604,454,614,4,42
451,600,454,704,4,23
467,600,455,797,4,42
477,600,456,889,4,23
461,589,457,968,4,43
444,577,458,971,4,23
441,576,459,971,4,42
448,583,460,971,4,24
457,589,461,971,4,43
460,589,462,971,4,23
448,576,464,971,4,42
441,579,464,971,4,24
444,594,465,971,4,42
445,585,465,971,4,23
443,580,465,971,4,42
434,579,465,971,4,23
424,579,465,971,4,43
422,576,466,971,4,23
428,574,465,971,4,42
430,561,466,971,4,23
427,552,466,971,4,43
428,542,465,886,4,24
431,539,465,800,4,43
433,539,464,716,4,23
430,536,463,638,4,43
428,527,462,568,4,23
426,520,461,510,4,43
408,518,460,464,4,23
343,527,459,432,4,42
324,545,459,413,4,23
398,559,459,405,4,42
426,536,458,407,4,23
434,527,458,416,4,42
417,528,458,431,4,24
416,529,459,448,4,42
430,522,459,469,4,23
425,517,460,486,4,42
417,516,461,499,4,23
396,513,463,509,4,42
390,508,464,515,4,24
396,508,465,517,4,43
396,508,467,514,4,23
393,506,469,507,4,42
396,505,471,497,4,23
399,506,473,483,4,42
415,511,475,467,4,23
411,517,477,450,4,43
411,518,479,433,4,24
395,522,481,417,4,42
403,528,483,404,4,24
417,520,486,389,4,42
430,492,487,375,4,23
397,490,490,361,4,42
413,514,492,350,4,24
427,527,494,342,4,42
414,522,496,335,4,23
416,523,497,332,4,43
424,519,499,329,4,23
427,513,501,327,4,42
422,503,503,326,4,24
428,495,505,326,4,42
410,503,507,327,4,23
404,503,510,328,4,42
403,498,512,329,4,24
403,499,514,331,4,42
404,504,516,331,4,24
404,504,519,332,4,42
410,508,521,332,4,23
420,514,524,334,4,43
417,519,527,335,4,23
419,514,531,339,4,42
419,514,535,339,4,23
413,510,539,340,4,42
405,511,543,339,4,24
408,504,548,337,4,43
412,502,552,336,4,23
417,502,556,333,4,42
422,491,560,331,4,23
424,494,564,329,4,43
424,497,567,328,4,23
408,492,570,325,4,42
416,521,573,323,4,23
425,538,576,323,4,42
412,536,579,324,4,23
399,516,582,332,4,43
403,503,584,348,4,23
408,505,585,375,4,42
412,513,585,416,4,23
413,517,585,471,4,42
412,513,585,540,4,23
408,512,584,622,4,43
411,513,583,709,4,23
415,513,582,800,4,42
419,513,581,888,4,23
415,513,580,966,4,42
410,511,579,971,4,24
411,512,578,971,4,42
410,514,578,971,4,23
409,515,578,971,4,42
450,473,578,971,4,23
392,507,578,971,4,42
404,522,579,971,4,23
408,512,579,971,4,43
409,519,579,971,4,23
411,534,580,971,4,42
413,537,581,971,4,24
413,538,582,971,4,42
416,550,582,971,4,23
418,561,583,971,4,42
419,561,584,945,4,24
418,560,585,862,4,42
417,567,587,774,4,23
429,588,588,691,4,42
424,564,591,613,4,23
432,580,593,543,4,43
442,582,596,483,4,23
448,587,599,437,4,42
452,585,601,406,4,23
453,586,604,387,4,42
452,588,607,382,4,23
451,590,609,387,4,42
450,590,612,399,4,23
447,591,614,418,4,43
441,594,615,440,4,23
439,592,617,463,4,42
443,588,618,481,4,23
447,585,619,499,4,42
452,588,619,511,4,23
455,592,620,517,4,42
455,595,621,518,4,23
455,597,622,514,4,42
452,603,622,503,4,24
454,604,622,490,4,42
456,592,623,476,4,23
454,589,623,459,4,42
451,593,623,441,4,23
450,594,624,424,4,42
449,595,624,406,4,24
457,591,625,390,4,42
451,575,626,375,4,23
456,579,627,362,4,42
432,591,628,350,4,24
442,587,628,339,4,42
436,582,629,327,4,23
441,569,629,319,4,42
442,559,630,313,4,23
437,559,630,308,4,42
436,560,631,305,4,23
430,555,631,303,4,42
430,553,632,302,4,24
461,540,633,302,4,43
422,548,634,301,4,24
423,567,635,302,4,42
418,532,636,303,4,24
415,523,638,303,4,42
407,553,639,303,4,23
406,549,640,302,4,42
406,557,641,303,4,23
415,556,643,303,4,43
415,560,643,304,4,23
423,559,645,304,4,43
425,565,647,304,4,24
430,557,648,307,4,43
430,558,651,311,4,24
429,551,653,319,4,42
423,547,655,339,4,23
420,541,657,371,4,42
414,539,659,419,4,23
412,540,661,482,4,42
414,532,662,563,4,24
417,544,665,655,4,42
423,550,668,753,4,23
419,543,670,855,4,43
413,538,675,950,4,23
413,537,679,971,4,42
413,542,683,971,4,23
409,542,688,971,4,43
411,539,693,971,4,24
407,547,699,971,4,42
412,537,705,971,4,23
408,535,711,971,4,43
413,537,717,971,4,23
416,539,723,971,4,42
416,545,730,971,4,24
418,539,736,972,4,42
415,528,743,972,4,23
414,529,750,972,4,43
413,531,756,971,4,23
409,523,763,971,4,42
413,521,769,971,4,23
415,524,775,971,4,42
414,527,781,971,4,24
413,524,787,882,4,43
412,519,792,774,4,24
414,519,797,672,4,43
415,524,801,578,4,24
415,527,804,497,4,43
416,526,807,432,4,23
415,524,809,385,4,42
415,521,810,354,4,23
415,522,810,337,4,42
413,528,810,335,4,23
413,526,809,343,4,43
415,528,808,354,4,23
415,531,808,370,4,42
414,533,807,389,4,23
412,535,807,407,4,42
413,531,807,423,4,24
412,529,806,436,4,43
414,531,805,445,4,23
415,531,804,450,4,42
416,534,802,450,4,23
415,531,800,445,4,42
417,529,799,436,4,23
415,529,796,425,4,42
416,531,794,409,4,23
417,532,792,392,4,42
413,530,790,376,4,23
416,539,787,359,4,42
413,538,785,342,4,23
414,536,783,326,4,43
416,536,782,312,4,23
414,535,781,301,4,43
417,534,780,290,4,23
416,535,779,284,4,42
416,531,777,280,4,23
414,529,777,279,4,42
411,530,777,278,4,24
411,530,778,279,4,42
411,529,779,280,4,24
412,529,780,283,4,43
414,531,780,284,4,23
414,534,781,286,4,43
414,535,782,285,4,23
415,537,783,287,4,42
417,538,784,287,4,23
414,538,786,287,4,42
414,539,787,284,4,23
411,539,788,281,4,42
413,537,789,278,4,23
414,537,789,275,4,43
412,536,790,273,4,23
408,531,790,271,4,42
413,533,790,271,4,23
414,534,790,272,4,42
422,535,790,272,4,24
419,541,791,278,4,42
419,537,792,289,4,23
419,536,792,310,4,42
416,536,793,345,4,23
411,537,793,398,4,42
414,537,795,469,4,23
413,540,795,560,4,42
408,541,796,667,4,23
409,535,797,783,4,42
416,536,798,904,4,23
417,540,799,971,4,42
416,544,799,971,4,23
415,544,800,971,4,42
416,546,801,971,4,23
